question_id,depth,question,question_original,obstacle,useless_info_family_used,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value
55,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. which result follows from the longterm liabilities for Helix BioSciences in 2024?",which result follows from the longterm liabilities for Helix BioSciences in 2024?,unit_scale_change,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""76_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""76_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",54455.0,2,0,1,940834607,362113732,147638620,0.236,0,1,2,76_total_liabilities,total_liabilities,total liabilities,Helix BioSciences,2024,M_USD,81.788,76_current_liabilities,current_liabilities,current liabilities,Helix BioSciences,2024,M_USD,27.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. what would be the result of capex for Cobalt Semiconductor in 2025 scaled by ratio of the maximum of total assets for Cobalt Semiconductor using values from 2023 through 2024 to longterm liabilities for Cobalt Semiconductor in 2025",what would be the result of capex for Cobalt Semiconductor in 2025 scaled by ratio of the maximum of total assets for Cobalt Semiconductor using values from 2023 through 2024 to longterm liabilities for Cobalt Semiconductor in 2025,unit_scale_change,,"mul(71_capex, ratio(max(69_total_assets, 70_total_assets), longterm_liabilities))","{""op"": ""mul"", ""left"": {""leaf"": ""71_capex"", ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""69_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""70_total_assets"", ""depth"": 0}, ""depth"": 1}, ""right"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""71_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""71_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 2}, ""depth"": 3}","{""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""ratio"", ""left"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",13858.771326868786,4,2,3,79726142,642992437,147638620,0.501,2,3,5,71_capex,capex,capex,Cobalt Semiconductor,2025,M_USD,4.634,69_total_assets,total_assets,total assets,Cobalt Semiconductor,2023,M_USD,65.727,70_total_assets,total_assets,total assets,Cobalt Semiconductor,2024,M_USD,73.095,71_total_liabilities,total_liabilities,total liabilities,Cobalt Semiconductor,2025,M_USD,38.625,71_current_liabilities,current_liabilities,current liabilities,Cobalt Semiconductor,2025,M_USD,14.184,,,,,,,
57,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. Whats the value of the longterm liabilities for ClearPath Logistics in 2020 ?",Whats the value of the longterm liabilities for ClearPath Logistics in 2020 ?,unit_scale_change,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""78_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""78_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",175447.0,2,0,1,748324151,278173806,147638620,0.258,0,1,2,78_total_liabilities,total_liabilities,total liabilities,ClearPath Logistics,2020,M_USD,286.976,78_current_liabilities,current_liabilities,current liabilities,ClearPath Logistics,2020,M_USD,111.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. what is the pretax income for Apex Dynamics Corp in 2022?",what is the pretax income for Apex Dynamics Corp in 2022?,unit_scale_change,,pretax_income,"{""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""2_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""2_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""2_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""2_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}",5349.999999999998,4,0,3,923900343,649527987,147638620,0.508,0,1,4,2_revenue,revenue,revenue,Apex Dynamics Corp,2022,M_USD,79.021,2_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Apex Dynamics Corp,2022,M_USD,46.06,2_operating_expenses,operating_expenses,operating expenses,Apex Dynamics Corp,2022,M_USD,17.945,2_non_operating_expenses,non_operating_expenses,non operating expenses,Apex Dynamics Corp,2022,M_USD,9.666,,,,,,,,,,,,,,
57,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. which result follows from the longterm liabilities for Ironclad Manufacturing in 2024 ?",which result follows from the longterm liabilities for Ironclad Manufacturing in 2024 ?,unit_scale_change,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""40_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""40_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",222763.00000000003,3,0,1,467282803,976619682,147638620,0.245,0,1,2,40_total_liabilities,total_liabilities,total liabilities,Ironclad Manufacturing,2024,M_USD,325.872,40_current_liabilities,current_liabilities,current liabilities,Ironclad Manufacturing,2024,M_USD,103.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. what's the value of the operating income for Atlas Global Industries in 2021",what's the value of the operating income for Atlas Global Industries in 2021,unit_scale_change,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""25_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""25_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""25_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",20311.0,4,0,2,812684191,932813454,147638620,0.427,0,1,3,25_revenue,revenue,revenue,Atlas Global Industries,2021,M_USD,83.268,25_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Atlas Global Industries,2021,M_USD,51.057,25_operating_expenses,operating_expenses,operating expenses,Atlas Global Industries,2021,M_USD,11.9,,,,,,,,,,,,,,,,,,,,,
59,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. what is the longterm liabilities for Apex Dynamics Corp in 2024 ?",what is the longterm liabilities for Apex Dynamics Corp in 2024 ?,unit_scale_change,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""4_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""4_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",41303.0,4,0,1,499978395,373571020,147638620,0.427,0,1,2,4_total_liabilities,total_liabilities,total liabilities,Apex Dynamics Corp,2024,M_USD,67.131,4_current_liabilities,current_liabilities,current liabilities,Apex Dynamics Corp,2024,M_USD,25.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. Give the longterm liabilities for Orion Financial Group in 2024.",Give the longterm liabilities for Orion Financial Group in 2024.,unit_scale_change,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""58_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""58_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",62496.0,2,0,1,658207417,176331518,147638620,0.437,0,1,2,58_total_liabilities,total_liabilities,total liabilities,Orion Financial Group,2024,M_USD,104.036,58_current_liabilities,current_liabilities,current liabilities,Orion Financial Group,2024,M_USD,41.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. state the operating income for Pacific Crest Energy in 2021.",state the operating income for Pacific Crest Energy in 2021.,unit_scale_change,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""49_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""49_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""49_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",36300.00000000002,4,0,2,590599150,465540349,147638620,0.205,0,1,3,49_revenue,revenue,revenue,Pacific Crest Energy,2021,M_USD,190.597,49_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pacific Crest Energy,2021,M_USD,110.939,49_operating_expenses,operating_expenses,operating expenses,Pacific Crest Energy,2021,M_USD,43.358,,,,,,,,,,,,,,,,,,,,,
61,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. provide the current assets for Pacific Crest Energy in 2021 .",provide the current assets for Pacific Crest Energy in 2021 .,unit_scale_change,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""49_cash"", ""depth"": 0}, ""right"": {""leaf"": ""49_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""49_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""49_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",55810.99999999999,4,0,3,461654684,277922082,147638620,0.516,0,1,4,49_cash,cash,cash,Pacific Crest Energy,2021,M_USD,33.062,49_accounts_receivable,accounts_receivable,accounts receivable,Pacific Crest Energy,2021,M_USD,13.101,49_inventories,inventories,inventories,Pacific Crest Energy,2021,M_USD,5.5,49_short_term_investments,short_term_investments,short term investments,Pacific Crest Energy,2021,M_USD,4.148,,,,,,,,,,,,,,
61,4,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. May you give the longterm assets for NovaStar Technologies in 2023",May you give the longterm assets for NovaStar Technologies in 2023,unit_scale_change,,longterm_assets,"{""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""21_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""21_cash"", ""depth"": 0}, ""right"": {""leaf"": ""21_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""21_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""21_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}","{""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}",366328.00000000006,4,0,4,993394012,566643832,147638620,0.112,0,1,5,21_total_assets,total_assets,total assets,NovaStar Technologies,2023,M_USD,525.432,21_cash,cash,cash,NovaStar Technologies,2023,M_USD,78.005,21_accounts_receivable,accounts_receivable,accounts receivable,NovaStar Technologies,2023,M_USD,17.765,21_inventories,inventories,inventories,NovaStar Technologies,2023,M_USD,8.748,21_short_term_investments,short_term_investments,short term investments,NovaStar Technologies,2023,M_USD,54.586,,,,,,,
61,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. what is the gross profit for Apex Dynamics Corp in 2021?",what is the gross profit for Apex Dynamics Corp in 2021?,unit_scale_change,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""1_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""1_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",28272.999999999996,2,0,1,633719683,125561832,147638620,0.368,0,1,2,1_revenue,revenue,revenue,Apex Dynamics Corp,2021,M_USD,78.856,1_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Apex Dynamics Corp,2021,M_USD,50.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. compute the pretax income for Quantum Bridge Holdings in 2024",compute the pretax income for Quantum Bridge Holdings in 2024,unit_scale_change,,pretax_income,"{""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""16_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""16_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""16_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""16_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}",41914.0,4,0,3,446893904,356874694,147638620,0.244,0,1,4,16_revenue,revenue,revenue,Quantum Bridge Holdings,2024,M_USD,97.119,16_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Quantum Bridge Holdings,2024,M_USD,35.929,16_operating_expenses,operating_expenses,operating expenses,Quantum Bridge Holdings,2024,M_USD,10.329,16_non_operating_expenses,non_operating_expenses,non operating expenses,Quantum Bridge Holdings,2024,M_USD,8.947,,,,,,,,,,,,,,
63,4,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. which quantity is given by the difference between current assets and total liabilities for Ironclad Manufacturing in 2022 ?",which quantity is given by the difference between current assets and total liabilities for Ironclad Manufacturing in 2022 ?,unit_scale_change,,"diff(current_assets, 38_total_liabilities)","{""op"": ""diff"", ""left"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""38_cash"", ""depth"": 0}, ""right"": {""leaf"": ""38_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""38_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""38_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""right"": {""leaf"": ""38_total_liabilities"", ""depth"": 0}, ""depth"": 4}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",-170632.00000000006,4,1,4,19148498,313318154,147638620,0.406,1,2,5,38_cash,cash,cash,Ironclad Manufacturing,2022,M_USD,139.886,38_accounts_receivable,accounts_receivable,accounts receivable,Ironclad Manufacturing,2022,M_USD,30.058,38_inventories,inventories,inventories,Ironclad Manufacturing,2022,M_USD,21.863,38_short_term_investments,short_term_investments,short term investments,Ironclad Manufacturing,2022,M_USD,88.43,38_total_liabilities,total_liabilities,total liabilities,Ironclad Manufacturing,2022,M_USD,450.869,,,,,,,
63,4,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. Evaluate the difference between current assets and gross profit for Titan Consumer Brands in 2021",Evaluate the difference between current assets and gross profit for Titan Consumer Brands in 2021,unit_scale_change,,"diff(current_assets, gross_profit)","{""op"": ""diff"", ""left"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""61_cash"", ""depth"": 0}, ""right"": {""leaf"": ""61_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""61_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""61_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""right"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""61_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""61_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""depth"": 4}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",-79250.00000000003,3,1,4,573159126,245777705,147638620,0.294,1,2,6,61_cash,cash,cash,Titan Consumer Brands,2021,M_USD,140.121,61_accounts_receivable,accounts_receivable,accounts receivable,Titan Consumer Brands,2021,M_USD,61.295,61_inventories,inventories,inventories,Titan Consumer Brands,2021,M_USD,9.166,61_short_term_investments,short_term_investments,short term investments,Titan Consumer Brands,2021,M_USD,33.79,61_revenue,revenue,revenue,Titan Consumer Brands,2021,M_USD,471.764,61_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Titan Consumer Brands,2021,M_USD,148.142
63,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. Which value corresponds to the gross profit for Helix BioSciences in 2025 ?",Which value corresponds to the gross profit for Helix BioSciences in 2025 ?,unit_scale_change,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""77_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""77_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",112508.00000000001,4,0,1,149820019,884442416,147638620,0.5,0,1,2,77_revenue,revenue,revenue,Helix BioSciences,2025,M_USD,334.916,77_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Helix BioSciences,2025,M_USD,222.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. Whats the value of the gross profit for ClearPath Logistics in 2024 ?",Whats the value of the gross profit for ClearPath Logistics in 2024 ?,unit_scale_change,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""82_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""82_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",415227.00000000006,2,0,1,890963043,839355489,147638620,0.396,0,1,2,82_revenue,revenue,revenue,ClearPath Logistics,2024,M_USD,627.73,82_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,ClearPath Logistics,2024,M_USD,212.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. Provide the longterm liabilities for Pacific Crest Energy in 2021.",Provide the longterm liabilities for Pacific Crest Energy in 2021.,unit_scale_change,,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""49_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""49_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",44687.99999999999,3,0,1,215969598,752805467,147638620,0.396,0,1,2,49_total_liabilities,total_liabilities,total liabilities,Pacific Crest Energy,2021,M_USD,88.419,49_current_liabilities,current_liabilities,current liabilities,Pacific Crest Energy,2021,M_USD,43.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. state the gross profit for Pinnacle Health Group in 2021 .",state the gross profit for Pinnacle Health Group in 2021 .,unit_scale_change,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""31_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""31_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",6450.000000000001,3,0,1,550482039,994804308,147638620,0.425,0,1,2,31_revenue,revenue,revenue,Pinnacle Health Group,2021,M_USD,15.115,31_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Pinnacle Health Group,2021,M_USD,8.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. Provide the current assets for Pacific Crest Energy in 2021.",Provide the current assets for Pacific Crest Energy in 2021.,unit_scale_change,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""49_cash"", ""depth"": 0}, ""right"": {""leaf"": ""49_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""49_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""49_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",55810.99999999999,3,0,3,674942163,128741429,147638620,0.46,0,1,4,49_cash,cash,cash,Pacific Crest Energy,2021,M_USD,33.062,49_accounts_receivable,accounts_receivable,accounts receivable,Pacific Crest Energy,2021,M_USD,13.101,49_inventories,inventories,inventories,Pacific Crest Energy,2021,M_USD,5.5,49_short_term_investments,short_term_investments,short term investments,Pacific Crest Energy,2021,M_USD,4.148,,,,,,,,,,,,,,
76,2,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. what do we obtain as the difference between longterm liabilities and capex for Crimson Pharmaceuticals in 2024",what do we obtain as the difference between longterm liabilities and capex for Crimson Pharmaceuticals in 2024,unit_scale_change,,"diff(longterm_liabilities, 88_capex)","{""op"": ""diff"", ""left"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""88_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""88_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""88_capex"", ""depth"": 0}, ""depth"": 2}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",86714.0,4,1,2,181086797,243152816,147638620,0.489,1,2,3,88_total_liabilities,total_liabilities,total liabilities,Crimson Pharmaceuticals,2024,M_USD,194.929,88_current_liabilities,current_liabilities,current liabilities,Crimson Pharmaceuticals,2024,M_USD,82.551,88_capex,capex,capex,Crimson Pharmaceuticals,2024,M_USD,25.664,,,,,,,,,,,,,,,,,,,,,
76,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. Evaluate the current assets for SilverLine Retail Inc in 2023",Evaluate the current assets for SilverLine Retail Inc in 2023,unit_scale_change,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""45_cash"", ""depth"": 0}, ""right"": {""leaf"": ""45_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""45_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""45_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",257911.0,4,0,3,357323639,283175892,147638620,0.129,0,1,4,45_cash,cash,cash,SilverLine Retail Inc,2023,M_USD,63.824,45_accounts_receivable,accounts_receivable,accounts receivable,SilverLine Retail Inc,2023,M_USD,101.392,45_inventories,inventories,inventories,SilverLine Retail Inc,2023,M_USD,61.459,45_short_term_investments,short_term_investments,short term investments,SilverLine Retail Inc,2023,M_USD,31.236,,,,,,,,,,,,,,
76,3,"The numbers in the financial_data are all given in thousands. Please answer in numbers, not thousands. Which quantity is given by the difference between operating income and current liabilities for Ironclad Manufacturing in 2022?",Which quantity is given by the difference between operating income and current liabilities for Ironclad Manufacturing in 2022?,unit_scale_change,,"diff(operating_income, 38_current_liabilities)","{""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""38_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""38_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""38_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""38_current_liabilities"", ""depth"": 0}, ""depth"": 3}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",-85707.00000000003,4,1,3,648142939,94948611,147638620,0.297,1,2,4,38_revenue,revenue,revenue,Ironclad Manufacturing,2022,M_USD,368.281,38_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Ironclad Manufacturing,2022,M_USD,224.247,38_operating_expenses,operating_expenses,operating expenses,Ironclad Manufacturing,2022,M_USD,29.59,38_current_liabilities,current_liabilities,current liabilities,Ironclad Manufacturing,2022,M_USD,200.151,,,,,,,,,,,,,,
