id,company,ticker,industry,difficulty,category,concept,question,answer,answer_formatted,answer_type,formal_program,computation_trace,variables_used,periods_used
QA-00432,BluePeak Resources,BR,Consumer Goods / Retail,4,profitability,change_in_operating_margin,By how much did the operating margin change from fiscal year 2023 to 2024?,-0.0157,-0.0157,ratio_change,"diff(operating_margin(2024), operating_margin(2023))",operating_margin(2024) - operating_margin(2023) = -0.0228 - -0.0071 = -0.0157,operating_income|total_revenue,2023|2024
QA-00433,BluePeak Resources,BR,Consumer Goods / Retail,4,liquidity,change_in_current_ratio,How did the current ratio change from 2023 to 2024?,0.6271,0.6271,ratio_change,"diff(current_ratio(2024), current_ratio(2023))",current_ratio(2024) - current_ratio(2023) = 1.5671 - 0.94 = 0.6271,total_current_assets|total_current_liabilities,2023|2024
QA-00434,BluePeak Resources,BR,Consumer Goods / Retail,4,leverage,change_in_debt_to_equity,By how much did the debt to equity change from fiscal year 2023 to 2024?,-0.4599,-0.4599,ratio_change,"diff(debt_to_equity(2024), debt_to_equity(2023))",debt_to_equity(2024) - debt_to_equity(2023) = 2.2816 - 2.7415 = -0.4599,total_liabilities|total_stockholders_equity,2023|2024
QA-00435,BluePeak Resources,BR,Consumer Goods / Retail,4,growth,net_income_growth,What was the net income growth rate from 2023 to 2024?,-260.1,-260.1%,percentage,"pct_change(net_income, 2023, 2024)",(net_income(2024) - net_income(2023)) / |net_income(2023)| * 100 = (-2834.0 - -787.0) / 787.0 * 100 = -260.1%,net_income,2023|2024
QA-00436,BluePeak Resources,BR,Consumer Goods / Retail,4,growth,asset_growth,By what percentage did total assets grow from 2023 to 2024?,-36.45,-36.45%,percentage,"pct_change(total_assets, 2023, 2024)",(total_assets(2024) - total_assets(2023)) / |total_assets(2023)| * 100 = (179532.0 - 282517.0) / 282517.0 * 100 = -36.45%,total_assets,2023|2024
QA-00437,BluePeak Resources,BR,Consumer Goods / Retail,4,growth,equity_growth,What was the growth rate in BluePeak Resources's book value?,-27.55,-27.55%,percentage,"pct_change(total_stockholders_equity, 2023, 2024)",(total_stockholders_equity(2024) - total_stockholders_equity(2023)) / |total_stockholders_equity(2023)| * 100 = (54708.0 - 75509.0) / 75509.0 * 100 = -27.55%,total_stockholders_equity,2023|2024
QA-00438,BluePeak Resources,BR,Consumer Goods / Retail,5,liquidity,did_current_ratio_improve,Did BluePeak Resources's current ratio improve from 2023 to 2024?,True,Yes,boolean,"compare_gt(current_ratio(2024), current_ratio(2023))","current_ratio(2023)=0.94, current_ratio(2024)=1.5671, improved=True, change=0.6271",total_current_assets|total_current_liabilities,2023|2024
QA-00439,BluePeak Resources,BR,Consumer Goods / Retail,5,leverage,did_debt_to_equity_improve,"Did the debt to equity get better from 2023 to 2024, and by how much?",True,Yes,boolean,"compare_gt(debt_to_equity(2024), debt_to_equity(2023))","debt_to_equity(2023)=2.7415, debt_to_equity(2024)=2.2816, improved=True, change=-0.4599",total_liabilities|total_stockholders_equity,2023|2024
QA-00440,BluePeak Resources,BR,Consumer Goods / Retail,5,cash_flow,change_in_fcf_margin,How did BluePeak Resources's free cash flow margin change from 2023 to 2024?,-0.0214,-0.0214,ratio_change,"diff(ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2024), ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2023))",FCF_margin(2024) - FCF_margin(2023) = -0.0181 - 0.0033 = -0.0214,cash_from_operations|capital_expenditures|total_revenue,2023|2024
QA-00441,Evergreen Solutions Corp,ESC,Financial Services,1,lookup,,"According to the 2022 financial statements, what was the cost of goods sold?",21757.0,"$21,757 million",monetary,"get_value(cost_of_goods_sold, 2022)",cost_of_goods_sold(2022) = 21757.0,cost_of_goods_sold,2022
QA-00442,Evergreen Solutions Corp,ESC,Financial Services,1,lookup,,What was the deferred tax assets in 2022?,1668.0,"$1,668 million",monetary,"get_value(deferred_tax_assets, 2022)",deferred_tax_assets(2022) = 1668.0,deferred_tax_assets,2022
QA-00443,Evergreen Solutions Corp,ESC,Financial Services,1,lookup,,"According to the 2020 financial statements, what was the depreciation and amortization?",2100.0,"$2,100 million",monetary,"get_value(depreciation_amortization, 2020)",depreciation_amortization(2020) = 2100.0,depreciation_amortization,2020
QA-00444,Evergreen Solutions Corp,ESC,Financial Services,1,lookup,,How much did Evergreen Solutions Corp report for net change in cash in fiscal year 2022?,10566.0,"$10,566 million",monetary,"get_value(net_change_in_cash, 2022)",net_change_in_cash(2022) = 10566.0,net_change_in_cash,2022
QA-00445,Evergreen Solutions Corp,ESC,Financial Services,1,lookup,,"How much did Evergreen Solutions Corp report for property, plant and equipment in fiscal year 2021?",27568.0,"$27,568 million",monetary,"get_value(property_plant_equipment_net, 2021)",property_plant_equipment_net(2021) = 27568.0,property_plant_equipment_net,2021
QA-00446,Evergreen Solutions Corp,ESC,Financial Services,1,lookup,,"According to the 2022 financial statements, what was the operating income?",47729.0,"$47,729 million",monetary,"get_value(operating_income, 2022)",operating_income(2022) = 47729.0,operating_income,2022
QA-00447,Evergreen Solutions Corp,ESC,Financial Services,1,lookup,,What was the total stockholders' equity in 2022?,9395.0,"$9,395 million",monetary,"get_value(total_stockholders_equity, 2022)",total_stockholders_equity(2022) = 9395.0,total_stockholders_equity,2022
QA-00448,Evergreen Solutions Corp,ESC,Financial Services,1,lookup,,What was the pension obligations in 2022?,2131.0,"$2,131 million",monetary,"get_value(pension_obligations, 2022)",pension_obligations(2022) = 2131.0,pension_obligations,2022
QA-00449,Evergreen Solutions Corp,ESC,Financial Services,1,lookup,,What was Evergreen Solutions Corp's other income/expense as of 2021?,-245.0,$-245.00 million,monetary,"get_value(other_income_expense, 2021)",other_income_expense(2021) = -245.0,other_income_expense,2021
QA-00450,Evergreen Solutions Corp,ESC,Financial Services,1,lookup,,What was the intangible assets in 2022?,3288.0,"$3,288 million",monetary,"get_value(intangible_assets_net, 2022)",intangible_assets_net(2022) = 3288.0,intangible_assets_net,2022
QA-00451,Evergreen Solutions Corp,ESC,Financial Services,2,change,,What was the year-over-year change in Evergreen Solutions Corp's operating income from 2021 to 2022?,-407.0,$-407.00 million,monetary,"diff(get_value(operating_income, 2022), get_value(operating_income, 2021))",operating_income(2022) - operating_income(2021) = 47729.0 - 48136.0 = -407.0,operating_income,2021|2022
QA-00452,Evergreen Solutions Corp,ESC,Financial Services,2,change,,What was the year-over-year change in Evergreen Solutions Corp's total revenue from 2021 to 2022?,2390.0,"$2,390 million",monetary,"diff(get_value(total_revenue, 2022), get_value(total_revenue, 2021))",total_revenue(2022) - total_revenue(2021) = 106669.0 - 104279.0 = 2390.0,total_revenue,2021|2022
QA-00453,Evergreen Solutions Corp,ESC,Financial Services,2,change,,What was the change in net income from 2021 to 2022?,1531.0,"$1,531 million",monetary,"diff(get_value(net_income, 2022), get_value(net_income, 2021))",net_income(2022) - net_income(2021) = 37210.0 - 35679.0 = 1531.0,net_income,2021|2022
QA-00454,Evergreen Solutions Corp,ESC,Financial Services,2,change,,What was the change in total stockholders' equity from 2021 to 2022?,2373.0,"$2,373 million",monetary,"diff(get_value(total_stockholders_equity, 2022), get_value(total_stockholders_equity, 2021))",total_stockholders_equity(2022) - total_stockholders_equity(2021) = 9395.0 - 7022.0 = 2373.0,total_stockholders_equity,2021|2022
QA-00455,Evergreen Solutions Corp,ESC,Financial Services,2,change,,What was the year-over-year change in Evergreen Solutions Corp's total assets from 2021 to 2022?,13649.0,"$13,649 million",monetary,"diff(get_value(total_assets, 2022), get_value(total_assets, 2021))",total_assets(2022) - total_assets(2021) = 87659.0 - 74010.0 = 13649.0,total_assets,2021|2022
QA-00456,Evergreen Solutions Corp,ESC,Financial Services,2,change,,By how much did gross profit increase or decrease between 2021 and 2022?,10927.0,"$10,927 million",monetary,"diff(get_value(gross_profit, 2022), get_value(gross_profit, 2021))",gross_profit(2022) - gross_profit(2021) = 84912.0 - 73985.0 = 10927.0,gross_profit,2021|2022
QA-00457,Evergreen Solutions Corp,ESC,Financial Services,2,ratio,,"What percentage of total revenue was selling, general and administrative expense in 2021?",0.165,0.1650,ratio,"ratio(get_value(selling_general_admin, 2021), get_value(total_revenue, 2021))",selling_general_admin(2021) / total_revenue(2021) = 17206.0 / 104279.0 = 0.165,selling_general_admin|total_revenue,2021
QA-00458,Evergreen Solutions Corp,ESC,Financial Services,2,ratio,,What was the ratio of cash and cash equivalents to total assets in 2022?,0.1076,0.1076,ratio,"ratio(get_value(cash_and_equivalents, 2022), get_value(total_assets, 2022))",cash_and_equivalents(2022) / total_assets(2022) = 9429.0 / 87659.0 = 0.1076,cash_and_equivalents|total_assets,2022
QA-00459,Evergreen Solutions Corp,ESC,Financial Services,2,ratio,,What was long-term debt as a proportion of total assets in 2020?,0.3129,0.3129,ratio,"ratio(get_value(long_term_debt, 2020), get_value(total_assets, 2020))",long_term_debt(2020) / total_assets(2020) = 74644.0 / 238530.0 = 0.3129,long_term_debt|total_assets,2020
QA-00460,Evergreen Solutions Corp,ESC,Financial Services,2,ratio,,What was inventories as a proportion of cost of goods sold in 2020?,0.1309,0.1309,ratio,"ratio(get_value(inventories, 2020), get_value(cost_of_goods_sold, 2020))",inventories(2020) / cost_of_goods_sold(2020) = 1507.0 / 11517.0 = 0.1309,inventories|cost_of_goods_sold,2020
QA-00461,Evergreen Solutions Corp,ESC,Financial Services,3,leverage,interest_coverage,How many times could Evergreen Solutions Corp cover its interest expense with operating income in 2020?,87.6564,87.6564,ratio,"ratio(get_value(operating_income, 2020), get_value(interest_expense, 2020))",interest_coverage(2020) = 87.6564,operating_income|interest_expense,2020
QA-00462,Evergreen Solutions Corp,ESC,Financial Services,3,efficiency,capex_to_revenue,How capital-intensive was Evergreen Solutions Corp in 2022?,0.0199,0.0199,ratio,"ratio(get_value(capital_expenditures, 2022), get_value(total_revenue, 2022))",capex_to_revenue(2022) = 0.0199,capital_expenditures|total_revenue,2022
QA-00463,Evergreen Solutions Corp,ESC,Financial Services,3,liquidity,working_capital,What was the working capital in 2020?,1362.0,1362.0000,ratio,"diff(get_value(total_current_assets, 2020), get_value(total_current_liabilities, 2020))",working_capital(2020) = 1362.0,total_current_assets|total_current_liabilities,2020
QA-00464,Evergreen Solutions Corp,ESC,Financial Services,3,profitability,return_on_equity,What return did Evergreen Solutions Corp's equity investors earn in 2022?,4.5331,4.5331,ratio,"ratio(get_value(net_income, 2022), avg(get_value(total_stockholders_equity, 2022), get_value(total_stockholders_equity, 2021)))",return_on_equity(2022) = 4.5331,net_income|total_stockholders_equity,2022|2021
QA-00465,Evergreen Solutions Corp,ESC,Financial Services,3,liquidity,quick_ratio,What was the quick ratio in 2021?,0.7517,0.7517,ratio,"ratio(diff(get_value(total_current_assets, 2021), get_value(inventories, 2021)), get_value(total_current_liabilities, 2021))",quick_ratio(2021) = 0.7517,total_current_assets|inventories|total_current_liabilities,2021
QA-00466,Evergreen Solutions Corp,ESC,Financial Services,3,efficiency,rd_to_revenue,What was Evergreen Solutions Corp's R&D intensity in 2021?,0.0459,0.0459,ratio,"ratio(get_value(research_and_development, 2021), get_value(total_revenue, 2021))",rd_to_revenue(2021) = 0.0459,research_and_development|total_revenue,2021
QA-00467,Evergreen Solutions Corp,ESC,Financial Services,3,profitability,operating_margin,What was the operating profit margin in 2020?,0.5361,0.5361,ratio,"ratio(get_value(operating_income, 2020), get_value(total_revenue, 2020))",operating_margin(2020) = 0.5361,operating_income|total_revenue,2020
QA-00468,Evergreen Solutions Corp,ESC,Financial Services,3,liquidity,current_ratio,What was the current ratio in 2022?,1.3159,1.3159,ratio,"ratio(get_value(total_current_assets, 2022), get_value(total_current_liabilities, 2022))",current_ratio(2022) = 1.3159,total_current_assets|total_current_liabilities,2022
QA-00469,Evergreen Solutions Corp,ESC,Financial Services,3,cash_flow,free_cash_flow,What was the free cash flow in 2020?,42297.0,42297.0000,ratio,"diff(get_value(cash_from_operations, 2020), get_value(capital_expenditures, 2020))",free_cash_flow(2020) = 42297.0,cash_from_operations|capital_expenditures,2020
QA-00470,Evergreen Solutions Corp,ESC,Financial Services,3,profitability,effective_tax_rate,What percentage of pre-tax income did Evergreen Solutions Corp pay in taxes in 2020?,0.2339,0.2339,ratio,"ratio(get_value(income_tax_expense, 2020), get_value(income_before_tax, 2020))",effective_tax_rate(2020) = 0.2339,income_tax_expense|income_before_tax,2020
QA-00471,Evergreen Solutions Corp,ESC,Financial Services,4,profitability,change_in_operating_margin,How did the operating margin change from 2021 to 2022?,-0.0142,-0.0142,ratio_change,"diff(operating_margin(2022), operating_margin(2021))",operating_margin(2022) - operating_margin(2021) = 0.4474 - 0.4616 = -0.0142,operating_income|total_revenue,2021|2022
QA-00472,Evergreen Solutions Corp,ESC,Financial Services,4,profitability,change_in_net_profit_margin,How did the net profit margin change from 2021 to 2022?,0.0067,0.0067,ratio_change,"diff(net_profit_margin(2022), net_profit_margin(2021))",net_profit_margin(2022) - net_profit_margin(2021) = 0.3488 - 0.3421 = 0.0067,net_income|total_revenue,2021|2022
QA-00473,Evergreen Solutions Corp,ESC,Financial Services,4,profitability,change_in_gross_margin,What was the change in Evergreen Solutions Corp's gross margin between 2021 and 2022?,0.0865,0.0865,ratio_change,"diff(gross_margin(2022), gross_margin(2021))",gross_margin(2022) - gross_margin(2021) = 0.796 - 0.7095 = 0.0865,gross_profit|total_revenue,2021|2022
QA-00474,Evergreen Solutions Corp,ESC,Financial Services,4,leverage,change_in_debt_to_equity,By how much did the debt to equity change from fiscal year 2021 to 2022?,-1.2093,-1.2093,ratio_change,"diff(debt_to_equity(2022), debt_to_equity(2021))",debt_to_equity(2022) - debt_to_equity(2021) = 8.3304 - 9.5397 = -1.2093,total_liabilities|total_stockholders_equity,2021|2022
QA-00475,Evergreen Solutions Corp,ESC,Financial Services,4,growth,net_income_growth,By what percentage did Evergreen Solutions Corp's earnings change from 2021 to 2022?,4.29,4.29%,percentage,"pct_change(net_income, 2021, 2022)",(net_income(2022) - net_income(2021)) / |net_income(2021)| * 100 = (37210.0 - 35679.0) / 35679.0 * 100 = 4.29%,net_income,2021|2022
QA-00476,Evergreen Solutions Corp,ESC,Financial Services,4,growth,equity_growth,What was the growth rate in Evergreen Solutions Corp's book value?,33.79,33.79%,percentage,"pct_change(total_stockholders_equity, 2021, 2022)",(total_stockholders_equity(2022) - total_stockholders_equity(2021)) / |total_stockholders_equity(2021)| * 100 = (9395.0 - 7022.0) / 7022.0 * 100 = 33.79%,total_stockholders_equity,2021|2022
QA-00477,Evergreen Solutions Corp,ESC,Financial Services,4,growth,operating_income_growth,By what percentage did operating profit grow?,-0.85,-0.85%,percentage,"pct_change(operating_income, 2021, 2022)",(operating_income(2022) - operating_income(2021)) / |operating_income(2021)| * 100 = (47729.0 - 48136.0) / 48136.0 * 100 = -0.85%,operating_income,2021|2022
QA-00478,Evergreen Solutions Corp,ESC,Financial Services,5,leverage,did_debt_to_equity_improve,Did Evergreen Solutions Corp's debt to equity improve from 2021 to 2022?,True,Yes,boolean,"compare_gt(debt_to_equity(2022), debt_to_equity(2021))","debt_to_equity(2021)=9.5397, debt_to_equity(2022)=8.3304, improved=True, change=-1.2093",total_liabilities|total_stockholders_equity,2021|2022
QA-00479,Evergreen Solutions Corp,ESC,Financial Services,5,profitability,did_operating_margin_improve,Did Evergreen Solutions Corp's operating margin improve from 2021 to 2022?,False,No,boolean,"compare_gt(operating_margin(2022), operating_margin(2021))","operating_margin(2021)=0.4616, operating_margin(2022)=0.4474, improved=False, change=-0.0142",operating_income|total_revenue,2021|2022
QA-00480,Evergreen Solutions Corp,ESC,Financial Services,5,cash_flow,change_in_fcf_margin,How did Evergreen Solutions Corp's free cash flow margin change from 2021 to 2022?,-0.0065,-0.0065,ratio_change,"diff(ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2022), ratio(diff(cash_from_operations, capital_expenditures), total_revenue, 2021))",FCF_margin(2022) - FCF_margin(2021) = 0.3488 - 0.3553 = -0.0065,cash_from_operations|capital_expenditures|total_revenue,2021|2022
QA-00481,BluePeak Resources,BR,Large-cap Technology,1,lookup,,"According to the 2023 financial statements, what was the income tax expense?",15495.0,"$15,495 million",monetary,"get_value(income_tax_expense, 2023)",income_tax_expense(2023) = 15495.0,income_tax_expense,2023
QA-00482,BluePeak Resources,BR,Large-cap Technology,1,lookup,,What was BluePeak Resources's accounts receivable as of 2021?,22555.0,"$22,555 million",monetary,"get_value(accounts_receivable_net, 2021)",accounts_receivable_net(2021) = 22555.0,accounts_receivable_net,2021
QA-00483,BluePeak Resources,BR,Large-cap Technology,1,lookup,,What was BluePeak Resources's interest income as of 2022?,154.0,$154.00 million,monetary,"get_value(interest_income, 2022)",interest_income(2022) = 154.0,interest_income,2022
QA-00484,BluePeak Resources,BR,Large-cap Technology,1,lookup,,"According to the 2023 financial statements, what was the total non-current liabilities?",57354.0,"$57,354 million",monetary,"get_value(total_non_current_liabilities, 2023)",total_non_current_liabilities(2023) = 57354.0,total_non_current_liabilities,2023
QA-00485,BluePeak Resources,BR,Large-cap Technology,1,lookup,,"According to the 2021 financial statements, what was the operating income?",30507.0,"$30,507 million",monetary,"get_value(operating_income, 2021)",operating_income(2021) = 30507.0,operating_income,2021
QA-00486,BluePeak Resources,BR,Large-cap Technology,1,lookup,,"According to the 2021 financial statements, what was the capital expenditures?",18318.0,"$18,318 million",monetary,"get_value(capital_expenditures, 2021)",capital_expenditures(2021) = 18318.0,capital_expenditures,2021
QA-00487,BluePeak Resources,BR,Large-cap Technology,1,lookup,,What was the additional paid-in capital in 2022?,63582.0,"$63,582 million",monetary,"get_value(additional_paid_in_capital, 2022)",additional_paid_in_capital(2022) = 63582.0,additional_paid_in_capital,2022
QA-00488,BluePeak Resources,BR,Large-cap Technology,1,lookup,,How much did BluePeak Resources report for total current assets in fiscal year 2023?,71784.0,"$71,784 million",monetary,"get_value(total_current_assets, 2023)",total_current_assets(2023) = 71784.0,total_current_assets,2023
QA-00489,BluePeak Resources,BR,Large-cap Technology,1,lookup,,"What was BluePeak Resources's selling, general and administrative expense as of 2023?",31013.0,"$31,013 million",monetary,"get_value(selling_general_admin, 2023)",selling_general_admin(2023) = 31013.0,selling_general_admin,2023
QA-00490,BluePeak Resources,BR,Large-cap Technology,1,lookup,,How much did BluePeak Resources report for debt repaid in fiscal year 2021?,5850.0,"$5,850 million",monetary,"get_value(debt_repaid, 2021)",debt_repaid(2021) = 5850.0,debt_repaid,2021
QA-00491,BluePeak Resources,BR,Large-cap Technology,2,change,,How did long-term debt change from fiscal year 2022 to 2023?,-9935.0,"$-9,935 million",monetary,"diff(get_value(long_term_debt, 2023), get_value(long_term_debt, 2022))",long_term_debt(2023) - long_term_debt(2022) = 40848.0 - 50783.0 = -9935.0,long_term_debt,2022|2023
QA-00492,BluePeak Resources,BR,Large-cap Technology,2,change,,What was the year-over-year change in BluePeak Resources's total stockholders' equity from 2022 to 2023?,13389.0,"$13,389 million",monetary,"diff(get_value(total_stockholders_equity, 2023), get_value(total_stockholders_equity, 2022))",total_stockholders_equity(2023) - total_stockholders_equity(2022) = 129630.0 - 116241.0 = 13389.0,total_stockholders_equity,2022|2023
QA-00493,BluePeak Resources,BR,Large-cap Technology,2,change,,What was the year-over-year change in BluePeak Resources's net income from 2022 to 2023?,-1171.0,"$-1,171 million",monetary,"diff(get_value(net_income, 2023), get_value(net_income, 2022))",net_income(2023) - net_income(2022) = 66714.0 - 67885.0 = -1171.0,net_income,2022|2023
QA-00494,BluePeak Resources,BR,Large-cap Technology,2,change,,By how much did total liabilities increase or decrease between 2022 and 2023?,-32245.0,"$-32,245 million",monetary,"diff(get_value(total_liabilities, 2023), get_value(total_liabilities, 2022))",total_liabilities(2023) - total_liabilities(2022) = 85630.0 - 117875.0 = -32245.0,total_liabilities,2022|2023
QA-00495,BluePeak Resources,BR,Large-cap Technology,2,change,,By how much did total assets increase or decrease between 2022 and 2023?,-18856.0,"$-18,856 million",monetary,"diff(get_value(total_assets, 2023), get_value(total_assets, 2022))",total_assets(2023) - total_assets(2022) = 215260.0 - 234116.0 = -18856.0,total_assets,2022|2023
QA-00496,BluePeak Resources,BR,Large-cap Technology,2,change,,What was the year-over-year change in BluePeak Resources's cash and cash equivalents from 2022 to 2023?,14024.0,"$14,024 million",monetary,"diff(get_value(cash_and_equivalents, 2023), get_value(cash_and_equivalents, 2022))",cash_and_equivalents(2023) - cash_and_equivalents(2022) = 42529.0 - 28505.0 = 14024.0,cash_and_equivalents,2022|2023
QA-00497,BluePeak Resources,BR,Large-cap Technology,2,ratio,,"What was selling, general and administrative expense as a proportion of total revenue in 2023?",0.1172,0.1172,ratio,"ratio(get_value(selling_general_admin, 2023), get_value(total_revenue, 2023))",selling_general_admin(2023) / total_revenue(2023) = 31013.0 / 264520.0 = 0.1172,selling_general_admin|total_revenue,2023
QA-00498,BluePeak Resources,BR,Large-cap Technology,2,ratio,,What percentage of total assets was cash and cash equivalents in 2023?,0.1976,0.1976,ratio,"ratio(get_value(cash_and_equivalents, 2023), get_value(total_assets, 2023))",cash_and_equivalents(2023) / total_assets(2023) = 42529.0 / 215260.0 = 0.1976,cash_and_equivalents|total_assets,2023
QA-00499,BluePeak Resources,BR,Large-cap Technology,2,ratio,,What was the ratio of inventories to cost of goods sold in 2023?,0.0542,0.0542,ratio,"ratio(get_value(inventories, 2023), get_value(cost_of_goods_sold, 2023))",inventories(2023) / cost_of_goods_sold(2023) = 5477.0 / 101046.0 = 0.0542,inventories|cost_of_goods_sold,2023
QA-00500,BluePeak Resources,BR,Large-cap Technology,2,ratio,,"For every dollar of total assets, how much long-term debt did BluePeak Resources have in 2023?",0.1898,0.1898,ratio,"ratio(get_value(long_term_debt, 2023), get_value(total_assets, 2023))",long_term_debt(2023) / total_assets(2023) = 40848.0 / 215260.0 = 0.1898,long_term_debt|total_assets,2023
QA-00501,BluePeak Resources,BR,Large-cap Technology,3,leverage,debt_to_assets,What was the debt-to-assets ratio in 2022?,0.5035,0.5035,ratio,"ratio(get_value(total_liabilities, 2022), get_value(total_assets, 2022))",debt_to_assets(2022) = 0.5035,total_liabilities|total_assets,2022
QA-00502,BluePeak Resources,BR,Large-cap Technology,3,efficiency,capex_to_revenue,How capital-intensive was BluePeak Resources in 2022?,0.0538,0.0538,ratio,"ratio(get_value(capital_expenditures, 2022), get_value(total_revenue, 2022))",capex_to_revenue(2022) = 0.0538,capital_expenditures|total_revenue,2022
QA-00503,BluePeak Resources,BR,Large-cap Technology,3,profitability,return_on_equity,What was the return on equity (ROE) in 2023?,0.5427,0.5427,ratio,"ratio(get_value(net_income, 2023), avg(get_value(total_stockholders_equity, 2023), get_value(total_stockholders_equity, 2022)))",return_on_equity(2023) = 0.5427,net_income|total_stockholders_equity,2023|2022
QA-00504,BluePeak Resources,BR,Large-cap Technology,3,liquidity,quick_ratio,What was the quick ratio in 2023?,2.345,2.3450,ratio,"ratio(diff(get_value(total_current_assets, 2023), get_value(inventories, 2023)), get_value(total_current_liabilities, 2023))",quick_ratio(2023) = 2.345,total_current_assets|inventories|total_current_liabilities,2023
QA-00505,BluePeak Resources,BR,Large-cap Technology,3,profitability,operating_margin,What percentage of BluePeak Resources's revenue became operating income in 2023?,0.3125,0.3125,ratio,"ratio(get_value(operating_income, 2023), get_value(total_revenue, 2023))",operating_margin(2023) = 0.3125,operating_income|total_revenue,2023
QA-00506,BluePeak Resources,BR,Large-cap Technology,3,profitability,effective_tax_rate,What was the effective tax rate in 2023?,0.1885,0.1885,ratio,"ratio(get_value(income_tax_expense, 2023), get_value(income_before_tax, 2023))",effective_tax_rate(2023) = 0.1885,income_tax_expense|income_before_tax,2023
QA-00507,BluePeak Resources,BR,Large-cap Technology,3,leverage,interest_coverage,How many times could BluePeak Resources cover its interest expense with operating income in 2022?,185.7183,185.7183,ratio,"ratio(get_value(operating_income, 2022), get_value(interest_expense, 2022))",interest_coverage(2022) = 185.7183,operating_income|interest_expense,2022
QA-00508,BluePeak Resources,BR,Large-cap Technology,3,efficiency,rd_to_revenue,What was BluePeak Resources's R&D intensity in 2021?,0.2236,0.2236,ratio,"ratio(get_value(research_and_development, 2021), get_value(total_revenue, 2021))",rd_to_revenue(2021) = 0.2236,research_and_development|total_revenue,2021
QA-00509,BluePeak Resources,BR,Large-cap Technology,3,profitability,net_profit_margin,How much of each dollar of revenue was net income for BluePeak Resources in 2021?,0.099,0.0990,ratio,"ratio(get_value(net_income, 2021), get_value(total_revenue, 2021))",net_profit_margin(2021) = 0.099,net_income|total_revenue,2021
QA-00510,BluePeak Resources,BR,Large-cap Technology,3,liquidity,working_capital,How much net working capital did BluePeak Resources have in 2023?,43508.0,43508.0000,ratio,"diff(get_value(total_current_assets, 2023), get_value(total_current_liabilities, 2023))",working_capital(2023) = 43508.0,total_current_assets|total_current_liabilities,2023
QA-00511,BluePeak Resources,BR,Large-cap Technology,4,leverage,change_in_debt_to_equity,What was the change in BluePeak Resources's debt to equity between 2022 and 2023?,-0.3535,-0.3535,ratio_change,"diff(debt_to_equity(2023), debt_to_equity(2022))",debt_to_equity(2023) - debt_to_equity(2022) = 0.6606 - 1.0141 = -0.3535,total_liabilities|total_stockholders_equity,2022|2023
QA-00512,BluePeak Resources,BR,Large-cap Technology,4,liquidity,change_in_current_ratio,By how much did the current ratio change from fiscal year 2022 to 2023?,0.7631,0.7631,ratio_change,"diff(current_ratio(2023), current_ratio(2022))",current_ratio(2023) - current_ratio(2022) = 2.5387 - 1.7756 = 0.7631,total_current_assets|total_current_liabilities,2022|2023
QA-00513,BluePeak Resources,BR,Large-cap Technology,4,profitability,change_in_gross_margin,What was the change in BluePeak Resources's gross margin between 2022 and 2023?,-0.0488,-0.0488,ratio_change,"diff(gross_margin(2023), gross_margin(2022))",gross_margin(2023) - gross_margin(2022) = 0.618 - 0.6668 = -0.0488,gross_profit|total_revenue,2022|2023
QA-00514,BluePeak Resources,BR,Large-cap Technology,4,profitability,change_in_net_profit_margin,What was the change in BluePeak Resources's net profit margin between 2022 and 2023?,0.0049,0.0049,ratio_change,"diff(net_profit_margin(2023), net_profit_margin(2022))",net_profit_margin(2023) - net_profit_margin(2022) = 0.2522 - 0.2473 = 0.0049,net_income|total_revenue,2022|2023
QA-00515,BluePeak Resources,BR,Large-cap Technology,4,growth,asset_growth,By what percentage did total assets grow from 2022 to 2023?,-8.05,-8.05%,percentage,"pct_change(total_assets, 2022, 2023)",(total_assets(2023) - total_assets(2022)) / |total_assets(2022)| * 100 = (215260.0 - 234116.0) / 234116.0 * 100 = -8.05%,total_assets,2022|2023
QA-00516,BluePeak Resources,BR,Large-cap Technology,4,growth,net_income_growth,By what percentage did BluePeak Resources's earnings change from 2022 to 2023?,-1.72,-1.72%,percentage,"pct_change(net_income, 2022, 2023)",(net_income(2023) - net_income(2022)) / |net_income(2022)| * 100 = (66714.0 - 67885.0) / 67885.0 * 100 = -1.72%,net_income,2022|2023
QA-00517,BluePeak Resources,BR,Large-cap Technology,4,growth,operating_income_growth,What was the change in operating income from 2022 to 2023?,4.47,4.47%,percentage,"pct_change(operating_income, 2022, 2023)",(operating_income(2023) - operating_income(2022)) / |operating_income(2022)| * 100 = (82654.0 - 79116.0) / 79116.0 * 100 = 4.47%,operating_income,2022|2023
QA-00518,BluePeak Resources,BR,Large-cap Technology,5,profitability,did_gross_margin_improve,"Did the gross margin get better from 2022 to 2023, and by how much?",False,No,boolean,"compare_gt(gross_margin(2023), gross_margin(2022))","gross_margin(2022)=0.6668, gross_margin(2023)=0.618, improved=False, change=-0.0488",gross_profit|total_revenue,2022|2023
