question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value,leaf_14_key,leaf_14_concept,leaf_14_label,leaf_14_entity,leaf_14_period,leaf_14_unit,leaf_14_value,leaf_15_key,leaf_15_concept,leaf_15_label,leaf_15_entity,leaf_15_period,leaf_15_unit,leaf_15_value,leaf_16_key,leaf_16_concept,leaf_16_label,leaf_16_entity,leaf_16_period,leaf_16_unit,leaf_16_value,leaf_17_key,leaf_17_concept,leaf_17_label,leaf_17_entity,leaf_17_period,leaf_17_unit,leaf_17_value,leaf_18_key,leaf_18_concept,leaf_18_label,leaf_18_entity,leaf_18_period,leaf_18_unit,leaf_18_value,leaf_19_key,leaf_19_concept,leaf_19_label,leaf_19_entity,leaf_19_period,leaf_19_unit,leaf_19_value
48,4,could you give the average operating expenses for Meridian Systems Inc across years 2022 through 2025 ?,"ratio(sum(sum(sum(8_operating_expenses, 9_operating_expenses), 10_operating_expenses), 11_operating_expenses), 4.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""8_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""9_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""10_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""11_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""right"": {""literal"": 4.0, ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",19644.75,1,0,4,737019669,691592080,470230362,0.581,0,1,4,8_operating_expenses,operating_expenses,operating expenses,Meridian Systems Inc,2022,M_USD,26227.0,9_operating_expenses,operating_expenses,operating expenses,Meridian Systems Inc,2023,M_USD,15975.0,10_operating_expenses,operating_expenses,operating expenses,Meridian Systems Inc,2024,M_USD,16701.0,11_operating_expenses,operating_expenses,operating expenses,Meridian Systems Inc,2025,M_USD,19676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0,May you give the cash for Orion Financial Group in 2021,55_cash,"{""leaf"": ""55_cash"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",11712.0,3,0,0,168000345,125993606,470230362,0.223,0,1,1,55_cash,cash,cash,Orion Financial Group,2021,M_USD,11712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0,You should give the total equity for NovaStar Technologies in 2022,20_total_equity,"{""leaf"": ""20_total_equity"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",41244.0,2,0,0,890595655,792636381,470230362,0.145,0,1,1,20_total_equity,total_equity,total equity,NovaStar Technologies,2022,M_USD,41244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,State the sum of revenue and short term investments for Pinnacle Health Group in 2025.,"sum(35_revenue, 35_short_term_investments)","{""op"": ""sum"", ""left"": {""leaf"": ""35_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""35_short_term_investments"", ""depth"": 0}, ""depth"": 1}","{""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",26797.0,1,1,1,305928854,318483546,470230362,0.322,1,2,2,35_revenue,revenue,revenue,Pinnacle Health Group,2025,M_USD,23322.0,35_short_term_investments,short_term_investments,short term investments,Pinnacle Health Group,2025,M_USD,3475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2,What is the value of the average total equity for Atlas Global Industries across years 2020 through 2021?,"ratio(sum(24_total_equity, 25_total_equity), 2.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""24_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""25_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""literal"": 2.0, ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",65623.5,1,0,2,372261496,818392103,470230362,0.425,0,1,2,24_total_equity,total_equity,total equity,Atlas Global Industries,2020,M_USD,18685.0,25_total_equity,total_equity,total equity,Atlas Global Industries,2021,M_USD,112562.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,5,Could you give the average current liabilities for Meridian Systems Inc across years 2020 through 2024?,"ratio(sum(sum(sum(sum(6_current_liabilities, 7_current_liabilities), 8_current_liabilities), 9_current_liabilities), 10_current_liabilities), 5.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""6_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""7_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""8_current_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""9_current_liabilities"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""10_current_liabilities"", ""depth"": 0}, ""depth"": 4}, ""right"": {""literal"": 5.0, ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",37971.8,4,0,5,962210807,17409557,470230362,0.47,0,1,5,6_current_liabilities,current_liabilities,current liabilities,Meridian Systems Inc,2020,M_USD,18206.0,7_current_liabilities,current_liabilities,current liabilities,Meridian Systems Inc,2021,M_USD,42936.0,8_current_liabilities,current_liabilities,current liabilities,Meridian Systems Inc,2022,M_USD,47156.0,9_current_liabilities,current_liabilities,current liabilities,Meridian Systems Inc,2023,M_USD,31425.0,10_current_liabilities,current_liabilities,current liabilities,Meridian Systems Inc,2024,M_USD,50136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,5,what is the value of the sum of the minimum of capex for Atlas Global Industries using values from 2020 through 2024 and current assets for Atlas Global Industries in 2025,"sum(min(min(min(min(24_capex, 25_capex), 26_capex), 27_capex), 28_capex), current_assets)","{""op"": ""sum"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""24_capex"", ""depth"": 0}, ""right"": {""leaf"": ""25_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""26_capex"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""27_capex"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""28_capex"", ""depth"": 0}, ""depth"": 4}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""29_cash"", ""depth"": 0}, ""right"": {""leaf"": ""29_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""29_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""29_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 5}","{""op"": ""sum"", ""left"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",32284.0,3,1,5,957959378,633711219,470230362,0.267,1,2,9,24_capex,capex,capex,Atlas Global Industries,2020,M_USD,6460.0,25_capex,capex,capex,Atlas Global Industries,2021,M_USD,7094.0,26_capex,capex,capex,Atlas Global Industries,2022,M_USD,4078.0,27_capex,capex,capex,Atlas Global Industries,2023,M_USD,5904.0,28_capex,capex,capex,Atlas Global Industries,2024,M_USD,7169.0,29_cash,cash,cash,Atlas Global Industries,2025,M_USD,8454.0,29_accounts_receivable,accounts_receivable,accounts receivable,Atlas Global Industries,2025,M_USD,6495.0,29_inventories,inventories,inventories,Atlas Global Industries,2025,M_USD,4358.0,29_short_term_investments,short_term_investments,short term investments,Atlas Global Industries,2025,M_USD,8899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0,Which result follows from the cash for Ironclad Manufacturing in 2021,37_cash,"{""leaf"": ""37_cash"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",9253.0,1,0,0,375632324,275338474,470230362,0.455,0,1,1,37_cash,cash,cash,Ironclad Manufacturing,2021,M_USD,9253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,6,Give the sum of result of the minimum of dividends paid for Orion Financial Group using values from 2024 through 2025 scaled by growth between sum of capex and capex for Orion Financial Group in 2022 and sum of capex and capex for Orion Financial Group in 2024 and result of sum of the maximum of total equity for Orion Financial Group using values from 2020 through 2023 and ratio of sum of sum of operating expenses for Orion Financial Group in 2020 and operating expenses for Orion Financial Group in 2021 and operating expenses for Orion Financial Group in 2022 to 3.0 scaled by growth between difference between dividends paid and dividends paid for Orion Financial Group in 2025 and current assets for Orion Financial Group in 2024.,"sum(mul(min(58_dividends_paid, 59_dividends_paid), growth(sum(56_capex, 56_capex), sum(58_capex, 58_capex))), mul(sum(max(max(max(54_total_equity, 55_total_equity), 56_total_equity), 57_total_equity), ratio(sum(sum(54_operating_expenses, 55_operating_expenses), 56_operating_expenses), 3.0)), growth(diff(59_dividends_paid, 59_dividends_paid), current_assets)))","{""op"": ""sum"", ""left"": {""op"": ""mul"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""58_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""59_dividends_paid"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""growth"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""56_capex"", ""depth"": 0}, ""right"": {""leaf"": ""56_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""sum"", ""left"": {""leaf"": ""58_capex"", ""depth"": 0}, ""right"": {""leaf"": ""58_capex"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""depth"": 3}, ""right"": {""op"": ""mul"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""54_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""55_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""56_total_equity"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""57_total_equity"", ""depth"": 0}, ""depth"": 3}, ""right"": {""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""54_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""55_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""56_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""literal"": 3.0, ""depth"": 0}, ""depth"": 3}, ""depth"": 4}, ""right"": {""op"": ""growth"", ""left"": {""op"": ""diff"", ""left"": {""leaf"": ""59_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""59_dividends_paid"", ""depth"": 0}, ""depth"": 1}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""58_cash"", ""depth"": 0}, ""right"": {""leaf"": ""58_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""58_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""58_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 5}, ""depth"": 6}","{""op"": ""sum"", ""left"": {""op"": ""mul"", ""left"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""right"": {""op"": ""growth"", ""left"": {""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}, ""right"": {""op"": ""mul"", ""left"": {""op"": ""sum"", ""left"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""right"": {""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""op"": ""growth"", ""left"": {""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}, ""depth"": 2, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}, ""depth"": 4, ""kind"": ""node""}",-132967.3472210437,4,4,6,89294177,985940983,470230362,0.548,9,10,19,58_dividends_paid,dividends_paid,dividends paid,Orion Financial Group,2024,M_USD,87.0,59_dividends_paid,dividends_paid,dividends paid,Orion Financial Group,2025,M_USD,1662.0,56_capex,capex,capex,Orion Financial Group,2022,M_USD,3204.0,56_capex,capex,capex,Orion Financial Group,2022,M_USD,3204.0,58_capex,capex,capex,Orion Financial Group,2024,M_USD,11785.0,58_capex,capex,capex,Orion Financial Group,2024,M_USD,11785.0,54_total_equity,total_equity,total equity,Orion Financial Group,2020,M_USD,34037.0,55_total_equity,total_equity,total equity,Orion Financial Group,2021,M_USD,59143.0,56_total_equity,total_equity,total equity,Orion Financial Group,2022,M_USD,23836.0,57_total_equity,total_equity,total equity,Orion Financial Group,2023,M_USD,108761.0,54_operating_expenses,operating_expenses,operating expenses,Orion Financial Group,2020,M_USD,21496.0,55_operating_expenses,operating_expenses,operating expenses,Orion Financial Group,2021,M_USD,24051.0,56_operating_expenses,operating_expenses,operating expenses,Orion Financial Group,2022,M_USD,26882.0,59_dividends_paid,dividends_paid,dividends paid,Orion Financial Group,2025,M_USD,1662.0,59_dividends_paid,dividends_paid,dividends paid,Orion Financial Group,2025,M_USD,1662.0,58_cash,cash,cash,Orion Financial Group,2024,M_USD,58304.0,58_accounts_receivable,accounts_receivable,accounts receivable,Orion Financial Group,2024,M_USD,12144.0,58_inventories,inventories,inventories,Orion Financial Group,2024,M_USD,8221.0,58_short_term_investments,short_term_investments,short term investments,Orion Financial Group,2024,M_USD,26878.0
57,0,Could you give the current liabilities for Meridian Systems Inc in 2023,9_current_liabilities,"{""leaf"": ""9_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",31425.0,3,0,0,315937918,362956085,470230362,0.264,0,1,1,9_current_liabilities,current_liabilities,current liabilities,Meridian Systems Inc,2023,M_USD,31425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0,calculate the accounts receivable for SilverLine Retail Inc in 2024.,46_accounts_receivable,"{""leaf"": ""46_accounts_receivable"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",80830.0,2,0,0,685078325,488440032,470230362,0.367,0,1,1,46_accounts_receivable,accounts_receivable,accounts receivable,SilverLine Retail Inc,2024,M_USD,80830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0,you should give the total liabilities for Cobalt Semiconductor in 2020.,66_total_liabilities,"{""leaf"": ""66_total_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",57819.0,3,0,0,390532821,264420411,470230362,0.566,0,1,1,66_total_liabilities,total_liabilities,total liabilities,Cobalt Semiconductor,2020,M_USD,57819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0,determine the capex for Pinnacle Health Group in 2020,30_capex,"{""leaf"": ""30_capex"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",1018.0,1,0,0,42289109,416873512,470230362,0.117,0,1,1,30_capex,capex,capex,Pinnacle Health Group,2020,M_USD,1018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0,could you give the inventories for Meridian Systems Inc in 2024 ?,10_inventories,"{""leaf"": ""10_inventories"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",18608.0,3,0,0,252834460,477287529,470230362,0.224,0,1,1,10_inventories,inventories,inventories,Meridian Systems Inc,2024,M_USD,18608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,5,which quantity is given by the result of the minimum of current liabilities for Ironclad Manufacturing using values from 2021 through 2025 scaled by growth between difference between sum of revenue and revenue and revenue for Ironclad Manufacturing in 2021 and sum of longterm liabilities and revenue for Ironclad Manufacturing in 2022,"mul(min(min(min(min(37_current_liabilities, 38_current_liabilities), 39_current_liabilities), 40_current_liabilities), 41_current_liabilities), growth(diff(sum(37_revenue, 37_revenue), 37_revenue), sum(longterm_liabilities, 38_revenue)))","{""op"": ""mul"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""37_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""38_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""39_current_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""40_current_liabilities"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""41_current_liabilities"", ""depth"": 0}, ""depth"": 4}, ""right"": {""op"": ""growth"", ""left"": {""op"": ""diff"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""37_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""37_revenue"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""37_revenue"", ""depth"": 0}, ""depth"": 2}, ""right"": {""op"": ""sum"", ""left"": {""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""38_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""38_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""38_revenue"", ""depth"": 0}, ""depth"": 2}, ""depth"": 3}, ""depth"": 5}","{""op"": ""mul"", ""left"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""right"": {""op"": ""growth"", ""left"": {""op"": ""diff"", ""left"": {""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 2, ""kind"": ""node""}, ""right"": {""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}, ""depth"": 4, ""kind"": ""node""}",-22888.083224555736,4,4,5,116521252,198207195,470230362,0.165,5,6,11,37_current_liabilities,current_liabilities,current liabilities,Ironclad Manufacturing,2021,M_USD,50873.0,38_current_liabilities,current_liabilities,current liabilities,Ironclad Manufacturing,2022,M_USD,200152.0,39_current_liabilities,current_liabilities,current liabilities,Ironclad Manufacturing,2023,M_USD,67087.0,40_current_liabilities,current_liabilities,current liabilities,Ironclad Manufacturing,2024,M_USD,103109.0,41_current_liabilities,current_liabilities,current liabilities,Ironclad Manufacturing,2025,M_USD,221593.0,37_revenue,revenue,revenue,Ironclad Manufacturing,2021,M_USD,340508.0,37_revenue,revenue,revenue,Ironclad Manufacturing,2021,M_USD,340508.0,37_revenue,revenue,revenue,Ironclad Manufacturing,2021,M_USD,340508.0,38_total_liabilities,total_liabilities,total liabilities,Ironclad Manufacturing,2022,M_USD,450870.0,38_current_liabilities,current_liabilities,current liabilities,Ironclad Manufacturing,2022,M_USD,200152.0,38_revenue,revenue,revenue,Ironclad Manufacturing,2022,M_USD,368282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
