question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value,leaf_14_key,leaf_14_concept,leaf_14_label,leaf_14_entity,leaf_14_period,leaf_14_unit,leaf_14_value,leaf_15_key,leaf_15_concept,leaf_15_label,leaf_15_entity,leaf_15_period,leaf_15_unit,leaf_15_value,leaf_16_key,leaf_16_concept,leaf_16_label,leaf_16_entity,leaf_16_period,leaf_16_unit,leaf_16_value,leaf_17_key,leaf_17_concept,leaf_17_label,leaf_17_entity,leaf_17_period,leaf_17_unit,leaf_17_value,leaf_18_key,leaf_18_concept,leaf_18_label,leaf_18_entity,leaf_18_period,leaf_18_unit,leaf_18_value,leaf_19_key,leaf_19_concept,leaf_19_label,leaf_19_entity,leaf_19_period,leaf_19_unit,leaf_19_value,leaf_20_key,leaf_20_concept,leaf_20_label,leaf_20_entity,leaf_20_period,leaf_20_unit,leaf_20_value,leaf_21_key,leaf_21_concept,leaf_21_label,leaf_21_entity,leaf_21_period,leaf_21_unit,leaf_21_value,leaf_22_key,leaf_22_concept,leaf_22_label,leaf_22_entity,leaf_22_period,leaf_22_unit,leaf_22_value,leaf_23_key,leaf_23_concept,leaf_23_label,leaf_23_entity,leaf_23_period,leaf_23_unit,leaf_23_value
5184,4,You should calculate the the maximum of total equity for TICB using values from 2020 through 2024.,"max(max(max(max(60_total_equity, 61_total_equity), 62_total_equity), 63_total_equity), 64_total_equity)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""60_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""61_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""62_total_equity"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""63_total_equity"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""64_total_equity"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",667765.0,4,0,4,637178891,791290436,42,0.256,0,1,5,60_total_equity,total_equity,total equity,TICB,2020,M_USD,667765.0,61_total_equity,total_equity,total equity,TICB,2021,M_USD,340707.0,62_total_equity,total_equity,total equity,TICB,2022,M_USD,118715.0,63_total_equity,total_equity,total equity,TICB,2023,M_USD,472468.0,64_total_equity,total_equity,total equity,TICB,2024,M_USD,429776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,5,Which result follows from the the minimum of non operating expenses for IRCL using values from 2020 through 2025 ?,"min(min(min(min(min(36_non_operating_expenses, 37_non_operating_expenses), 38_non_operating_expenses), 39_non_operating_expenses), 40_non_operating_expenses), 41_non_operating_expenses)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""36_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""37_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""38_non_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""39_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""40_non_operating_expenses"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""41_non_operating_expenses"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",27761.0,2,0,5,424387157,49849765,42,0.577,0,1,6,36_non_operating_expenses,non_operating_expenses,non operating expenses,IRCL,2020,M_USD,68643.0,37_non_operating_expenses,non_operating_expenses,non operating expenses,IRCL,2021,M_USD,81319.0,38_non_operating_expenses,non_operating_expenses,non operating expenses,IRCL,2022,M_USD,78160.0,39_non_operating_expenses,non_operating_expenses,non operating expenses,IRCL,2023,M_USD,27761.0,40_non_operating_expenses,non_operating_expenses,non operating expenses,IRCL,2024,M_USD,47475.0,41_non_operating_expenses,non_operating_expenses,non operating expenses,IRCL,2025,M_USD,60219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186,2,Which result follows from the the maximum of dividends paid for HLXB using values from 2023 through 2025,"max(max(75_dividends_paid, 76_dividends_paid), 77_dividends_paid)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""75_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""76_dividends_paid"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""77_dividends_paid"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",24652.0,2,0,2,257987293,449984014,42,0.499,0,1,3,75_dividends_paid,dividends_paid,dividends paid,HLXB,2023,M_USD,1270.0,76_dividends_paid,dividends_paid,dividends paid,HLXB,2024,M_USD,24652.0,77_dividends_paid,dividends_paid,dividends paid,HLXB,2025,M_USD,3909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187,2,what is the difference between total assets and difference between cash and inventories for APEX in 2022?,"diff(2_total_assets, diff(2_cash, 2_inventories))","{""op"": ""diff"", ""left"": {""leaf"": ""2_total_assets"", ""depth"": 0}, ""right"": {""op"": ""diff"", ""left"": {""leaf"": ""2_cash"", ""depth"": 0}, ""right"": {""leaf"": ""2_inventories"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}","{""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",170884.0,2,2,2,949986948,745407515,42,0.329,2,3,3,2_total_assets,total_assets,total assets,APEX,2022,M_USD,206070.0,2_cash,cash,cash,APEX,2022,M_USD,41229.0,2_inventories,inventories,inventories,APEX,2022,M_USD,6043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,2,calculate the difference between difference between total equity and dividends paid and sum of cash and accounts receivable for SLRI in 2021.,"diff(diff(43_total_equity, 43_dividends_paid), sum(43_cash, 43_accounts_receivable))","{""op"": ""diff"", ""left"": {""op"": ""diff"", ""left"": {""leaf"": ""43_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""43_dividends_paid"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""sum"", ""left"": {""leaf"": ""43_cash"", ""depth"": 0}, ""right"": {""leaf"": ""43_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}","{""op"": ""diff"", ""left"": {""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",165962.0,2,2,2,379807308,559055230,42,0.139,3,4,4,43_total_equity,total_equity,total equity,SLRI,2021,M_USD,339512.0,43_dividends_paid,dividends_paid,dividends paid,SLRI,2021,M_USD,15204.0,43_cash,cash,cash,SLRI,2021,M_USD,73785.0,43_accounts_receivable,accounts_receivable,accounts receivable,SLRI,2021,M_USD,84561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5189,5,what do we obtain as the the maximum of total assets for CRPH using values from 2020 through 2025?,"max(max(max(max(max(84_total_assets, 85_total_assets), 86_total_assets), 87_total_assets), 88_total_assets), 89_total_assets)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""84_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""85_total_assets"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""86_total_assets"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""87_total_assets"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""88_total_assets"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""89_total_assets"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",724468.0,1,0,5,496008318,497536841,42,0.447,0,1,6,84_total_assets,total_assets,total assets,CRPH,2020,M_USD,533633.0,85_total_assets,total_assets,total assets,CRPH,2021,M_USD,437826.0,86_total_assets,total_assets,total assets,CRPH,2022,M_USD,442481.0,87_total_assets,total_assets,total assets,CRPH,2023,M_USD,664693.0,88_total_assets,total_assets,total assets,CRPH,2024,M_USD,510371.0,89_total_assets,total_assets,total assets,CRPH,2025,M_USD,724468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,2,what would be the the maximum of capex for CPTH using values from 2021 through 2023,"max(max(79_capex, 80_capex), 81_capex)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""79_capex"", ""depth"": 0}, ""right"": {""leaf"": ""80_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""81_capex"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",36245.0,4,0,2,135379885,1178290,42,0.157,0,1,3,79_capex,capex,capex,CPTH,2021,M_USD,25731.0,80_capex,capex,capex,CPTH,2022,M_USD,36245.0,81_capex,capex,capex,CPTH,2023,M_USD,30840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191,0,Whats the value of the cost of goods sold for CBSM in 2025,71_cost_of_goods_sold,"{""leaf"": ""71_cost_of_goods_sold"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",30650.0,2,0,0,860231593,369638035,42,0.213,0,1,1,71_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,CBSM,2025,M_USD,30650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,0,Whats the value of the current liabilities for CBSM in 2021,67_current_liabilities,"{""leaf"": ""67_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",9946.0,1,0,0,807383345,591342660,42,0.19,0,1,1,67_current_liabilities,current_liabilities,current liabilities,CBSM,2021,M_USD,9946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,5,Which quantity is given by the result of the minimum of operating expenses for IRCL using values from 2020 through 2024 scaled by growth in revenue for IRCL from 2023 to 2025?,"mul(min(min(min(min(36_operating_expenses, 37_operating_expenses), 38_operating_expenses), 39_operating_expenses), 40_operating_expenses), growth(39_revenue, 41_revenue))","{""op"": ""mul"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""36_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""37_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""38_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""39_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""40_operating_expenses"", ""depth"": 0}, ""depth"": 4}, ""right"": {""op"": ""growth"", ""left"": {""leaf"": ""39_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""41_revenue"", ""depth"": 0}, ""depth"": 1}, ""depth"": 5}","{""op"": ""mul"", ""left"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""right"": {""op"": ""growth"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",-7947.486285601767,2,2,5,463264925,752074582,42,0.149,2,3,7,36_operating_expenses,operating_expenses,operating expenses,IRCL,2020,M_USD,87678.0,37_operating_expenses,operating_expenses,operating expenses,IRCL,2021,M_USD,36920.0,38_operating_expenses,operating_expenses,operating expenses,IRCL,2022,M_USD,29590.0,39_operating_expenses,operating_expenses,operating expenses,IRCL,2023,M_USD,96193.0,40_operating_expenses,operating_expenses,operating expenses,IRCL,2024,M_USD,44603.0,39_revenue,revenue,revenue,IRCL,2023,M_USD,397455.0,41_revenue,revenue,revenue,IRCL,2025,M_USD,543407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5194,2,compute the result of sum of total liabilities and inventories scaled by ratio of cash to current liabilities for QBHD in 2020.,"mul(sum(12_total_liabilities, 12_inventories), ratio(12_cash, 12_current_liabilities))","{""op"": ""mul"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""12_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""12_inventories"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""ratio"", ""left"": {""leaf"": ""12_cash"", ""depth"": 0}, ""right"": {""leaf"": ""12_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}","{""op"": ""mul"", ""left"": {""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""op"": ""ratio"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",49611.935488224575,2,2,2,853905737,652829035,42,0.134,3,4,4,12_total_liabilities,total_liabilities,total liabilities,QBHD,2020,M_USD,48679.0,12_inventories,inventories,inventories,QBHD,2020,M_USD,3154.0,12_cash,cash,cash,QBHD,2020,M_USD,14184.0,12_current_liabilities,current_liabilities,current liabilities,QBHD,2020,M_USD,14819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,0,Compute the capex for QBHD in 2020,12_capex,"{""leaf"": ""12_capex"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",6279.0,1,0,0,973781137,977519275,42,0.361,0,1,1,12_capex,capex,capex,QBHD,2020,M_USD,6279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,1,whats the value of the longterm liabilities for CBSM in 2022,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""68_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""68_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",24816.0,1,0,1,976955622,524880437,42,0.443,0,1,2,68_total_liabilities,total_liabilities,total liabilities,CBSM,2022,M_USD,39076.0,68_current_liabilities,current_liabilities,current liabilities,CBSM,2022,M_USD,14260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,1,You should calculate the longterm liabilities for PNHG in 2023 .,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""33_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""33_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",5171.0,4,0,1,120328413,540234831,42,0.206,0,1,2,33_total_liabilities,total_liabilities,total liabilities,PNHG,2023,M_USD,9629.0,33_current_liabilities,current_liabilities,current liabilities,PNHG,2023,M_USD,4458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,5,May you calculate the the maximum of operating expenses for NVST using values from 2020 through 2025?,"max(max(max(max(max(18_operating_expenses, 19_operating_expenses), 20_operating_expenses), 21_operating_expenses), 22_operating_expenses), 23_operating_expenses)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""18_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""19_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""20_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""21_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""22_operating_expenses"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""23_operating_expenses"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",27548.0,1,0,5,398818191,356821313,42,0.465,0,1,6,18_operating_expenses,operating_expenses,operating expenses,NVST,2020,M_USD,22227.0,19_operating_expenses,operating_expenses,operating expenses,NVST,2021,M_USD,12957.0,20_operating_expenses,operating_expenses,operating expenses,NVST,2022,M_USD,26613.0,21_operating_expenses,operating_expenses,operating expenses,NVST,2023,M_USD,26235.0,22_operating_expenses,operating_expenses,operating expenses,NVST,2024,M_USD,19909.0,23_operating_expenses,operating_expenses,operating expenses,NVST,2025,M_USD,27548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,1,Compute the gross profit for SLRI in 2022,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""44_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""44_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",292368.0,4,0,1,945670798,336024657,42,0.445,0,1,2,44_revenue,revenue,revenue,SLRI,2022,M_USD,698498.0,44_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,SLRI,2022,M_USD,406130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,0,Calculate the total assets for SLRI in 2020.,42_total_assets,"{""leaf"": ""42_total_assets"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",511998.0,1,0,0,505136666,179829630,42,0.291,0,1,1,42_total_assets,total_assets,total assets,SLRI,2020,M_USD,511998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,0,May you calculate the total liabilities for NVST in 2021?,19_total_liabilities,"{""leaf"": ""19_total_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",67361.0,1,0,0,554871154,47735409,42,0.475,0,1,1,19_total_liabilities,total_liabilities,total liabilities,NVST,2021,M_USD,67361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,4,May you calculate the the maximum of operating expenses for NVST using values from 2021 through 2025?,"max(max(max(max(19_operating_expenses, 20_operating_expenses), 21_operating_expenses), 22_operating_expenses), 23_operating_expenses)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""19_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""20_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""21_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""22_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""23_operating_expenses"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",27548.0,2,0,4,830138373,364717215,42,0.339,0,1,5,19_operating_expenses,operating_expenses,operating expenses,NVST,2021,M_USD,12957.0,20_operating_expenses,operating_expenses,operating expenses,NVST,2022,M_USD,26613.0,21_operating_expenses,operating_expenses,operating expenses,NVST,2023,M_USD,26235.0,22_operating_expenses,operating_expenses,operating expenses,NVST,2024,M_USD,19909.0,23_operating_expenses,operating_expenses,operating expenses,NVST,2025,M_USD,27548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
