question_id,depth,question,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value,leaf_14_key,leaf_14_concept,leaf_14_label,leaf_14_entity,leaf_14_period,leaf_14_unit,leaf_14_value,leaf_15_key,leaf_15_concept,leaf_15_label,leaf_15_entity,leaf_15_period,leaf_15_unit,leaf_15_value,leaf_16_key,leaf_16_concept,leaf_16_label,leaf_16_entity,leaf_16_period,leaf_16_unit,leaf_16_value,leaf_17_key,leaf_17_concept,leaf_17_label,leaf_17_entity,leaf_17_period,leaf_17_unit,leaf_17_value,leaf_18_key,leaf_18_concept,leaf_18_label,leaf_18_entity,leaf_18_period,leaf_18_unit,leaf_18_value,leaf_19_key,leaf_19_concept,leaf_19_label,leaf_19_entity,leaf_19_period,leaf_19_unit,leaf_19_value,leaf_20_key,leaf_20_concept,leaf_20_label,leaf_20_entity,leaf_20_period,leaf_20_unit,leaf_20_value,leaf_21_key,leaf_21_concept,leaf_21_label,leaf_21_entity,leaf_21_period,leaf_21_unit,leaf_21_value
506,0,What does the following give: capex for CRPH in 2023,87_capex,"{""leaf"": ""87_capex"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",18672.0,3,0,0,185953213,493559955,42,0.373,0,1,1,87_capex,capex,capex,CRPH,2023,M_USD,18672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,0,May you give the total assets for ORFG in 2025?,59_total_assets,"{""leaf"": ""59_total_assets"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",192213.0,3,0,0,725708356,828917719,42,0.405,0,1,1,59_total_assets,total_assets,total assets,ORFG,2025,M_USD,192213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,2,Which result follows from the difference between gross profit and total assets for IRCL in 2022?,"diff(gross_profit, 38_total_assets)","{""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""38_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""38_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""38_total_assets"", ""depth"": 0}, ""depth"": 2}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",-771593.0,3,1,2,206442077,264697908,42,0.379,1,2,3,38_revenue,revenue,revenue,IRCL,2022,M_USD,368281.0,38_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,IRCL,2022,M_USD,224247.0,38_total_assets,total_assets,total assets,IRCL,2022,M_USD,915627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,4,Give the average total equity for ORFG across years 2022 through 2025 .,"ratio(sum(sum(sum(56_total_equity, 57_total_equity), 58_total_equity), 59_total_equity), 4.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""56_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""57_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""58_total_equity"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""59_total_equity"", ""depth"": 0}, ""depth"": 3}, ""right"": {""literal"": 4.0, ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",102738.0,4,0,4,741139461,756975382,42,0.259,0,1,4,56_total_equity,total_equity,total equity,ORFG,2022,M_USD,23836.0,57_total_equity,total_equity,total equity,ORFG,2023,M_USD,108761.0,58_total_equity,total_equity,total equity,ORFG,2024,M_USD,165182.0,59_total_equity,total_equity,total equity,ORFG,2025,M_USD,113173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,0,Which result follows from the accounts receivable for IRCL in 2022,38_accounts_receivable,"{""leaf"": ""38_accounts_receivable"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",30058.0,3,0,0,374524558,601818966,42,0.244,0,1,1,38_accounts_receivable,accounts_receivable,accounts receivable,IRCL,2022,M_USD,30058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,1,what's the value of the gross profit for ATGL in 2025?,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""29_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""29_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",28716.0,4,0,1,615766024,726517607,42,0.548,0,1,2,29_revenue,revenue,revenue,ATGL,2025,M_USD,98381.0,29_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,ATGL,2025,M_USD,69665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,3,what is the value of the average non operating expenses for ATGL across years 2023 through 2025?,"ratio(sum(sum(27_non_operating_expenses, 28_non_operating_expenses), 29_non_operating_expenses), 3.0)","{""op"": ""ratio"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""27_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""28_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""29_non_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""right"": {""literal"": 3.0, ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""avg"", ""depth"": 0}",14783.0,3,0,3,423625992,878726109,42,0.577,0,1,3,27_non_operating_expenses,non_operating_expenses,non operating expenses,ATGL,2023,M_USD,11884.0,28_non_operating_expenses,non_operating_expenses,non operating expenses,ATGL,2024,M_USD,14501.0,29_non_operating_expenses,non_operating_expenses,non operating expenses,ATGL,2025,M_USD,17964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,3,Evaluate the result of total equity for TICB in 2022 scaled by growth between dividends paid for TICB in 2020 and result of dividends paid scaled by income tax for TICB in 2025.,"mul(62_total_equity, growth(60_dividends_paid, mul(65_dividends_paid, 65_income_tax)))","{""op"": ""mul"", ""left"": {""leaf"": ""62_total_equity"", ""depth"": 0}, ""right"": {""op"": ""growth"", ""left"": {""leaf"": ""60_dividends_paid"", ""depth"": 0}, ""right"": {""op"": ""mul"", ""left"": {""leaf"": ""65_dividends_paid"", ""depth"": 0}, ""right"": {""leaf"": ""65_income_tax"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""depth"": 3}","{""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""growth"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}",10164335.260734746,3,3,3,863949678,157277541,42,0.121,3,4,4,62_total_equity,total_equity,total equity,TICB,2022,M_USD,118715.0,60_dividends_paid,dividends_paid,dividends paid,TICB,2020,M_USD,44284.0,65_dividends_paid,dividends_paid,dividends paid,TICB,2025,M_USD,2305.0,65_income_tax,income_tax,income tax,TICB,2025,ratio,0.22179898311061305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,5,what is the value of the difference between longterm assets and operating income for APEX in 2025 ?,"diff(longterm_assets, operating_income)","{""op"": ""diff"", ""left"": {""derived"": ""longterm_assets"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""5_total_assets"", ""depth"": 0}, ""right"": {""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""5_cash"", ""depth"": 0}, ""right"": {""leaf"": ""5_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""5_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""5_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}, ""depth"": 4}, ""right"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""5_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""5_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""5_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""depth"": 5}","{""op"": ""diff"", ""left"": {""kind"": ""derived_concept"", ""name"": ""longterm_assets"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",90922.0,3,1,5,766803374,84857208,42,0.562,1,2,8,5_total_assets,total_assets,total assets,APEX,2025,M_USD,161365.0,5_cash,cash,cash,APEX,2025,M_USD,26014.0,5_accounts_receivable,accounts_receivable,accounts receivable,APEX,2025,M_USD,6230.0,5_inventories,inventories,inventories,APEX,2025,M_USD,4040.0,5_short_term_investments,short_term_investments,short term investments,APEX,2025,M_USD,12187.0,5_revenue,revenue,revenue,APEX,2025,M_USD,79388.0,5_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,APEX,2025,M_USD,41447.0,5_operating_expenses,operating_expenses,operating expenses,APEX,2025,M_USD,15969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,6,give the difference between revenue for ORFG in 2025 and the minimum of total equity for ORFG using values from 2020 through 2025 .,"diff(59_revenue, min(min(min(min(min(54_total_equity, 55_total_equity), 56_total_equity), 57_total_equity), 58_total_equity), 59_total_equity))","{""op"": ""diff"", ""left"": {""leaf"": ""59_revenue"", ""depth"": 0}, ""right"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""54_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""55_total_equity"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""56_total_equity"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""57_total_equity"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""58_total_equity"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""59_total_equity"", ""depth"": 0}, ""depth"": 5}, ""depth"": 6}","{""op"": ""diff"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",109612.0,4,1,6,704344630,275354619,42,0.207,1,2,7,59_revenue,revenue,revenue,ORFG,2025,M_USD,133448.0,54_total_equity,total_equity,total equity,ORFG,2020,M_USD,34037.0,55_total_equity,total_equity,total equity,ORFG,2021,M_USD,59143.0,56_total_equity,total_equity,total equity,ORFG,2022,M_USD,23836.0,57_total_equity,total_equity,total equity,ORFG,2023,M_USD,108761.0,58_total_equity,total_equity,total equity,ORFG,2024,M_USD,165182.0,59_total_equity,total_equity,total equity,ORFG,2025,M_USD,113173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,0,determine the cash for QBHD in 2024,16_cash,"{""leaf"": ""16_cash"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",12189.0,2,0,0,747508242,291651334,42,0.155,0,1,1,16_cash,cash,cash,QBHD,2024,M_USD,12189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,0,Whats the value of the non operating expenses for CBSM in 2025 ?,71_non_operating_expenses,"{""leaf"": ""71_non_operating_expenses"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",10309.0,2,0,0,795525625,630104453,42,0.221,0,1,1,71_non_operating_expenses,non_operating_expenses,non operating expenses,CBSM,2025,M_USD,10309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,0,what is the total liabilities for APEX in 2021?,1_total_liabilities,"{""leaf"": ""1_total_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",99211.0,2,0,0,719228743,971934123,42,0.419,0,1,1,1_total_liabilities,total_liabilities,total liabilities,APEX,2021,M_USD,99211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,0,Which value corresponds to the cost of goods sold for HLXB in 2020?,72_cost_of_goods_sold,"{""leaf"": ""72_cost_of_goods_sold"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",144323.0,4,0,0,56361897,107586738,42,0.265,0,1,1,72_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,HLXB,2020,M_USD,144323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,2,state the result of result of total assets scaled by income tax for PNHG in 2023 scaled by growth in cost of goods sold for PNHG from 2023 to 2025 .,"mul(mul(33_total_assets, 33_income_tax), growth(33_cost_of_goods_sold, 35_cost_of_goods_sold))","{""op"": ""mul"", ""left"": {""op"": ""mul"", ""left"": {""leaf"": ""33_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""33_income_tax"", ""depth"": 0}, ""depth"": 1}, ""right"": {""op"": ""growth"", ""left"": {""leaf"": ""33_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""35_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}","{""op"": ""mul"", ""left"": {""op"": ""mul"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""rate""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""right"": {""op"": ""growth"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}",-718.8636885049362,2,2,2,590936560,997613190,42,0.303,3,4,4,33_total_assets,total_assets,total assets,PNHG,2023,M_USD,15122.0,33_income_tax,income_tax,income tax,PNHG,2023,ratio,0.15401647927748016,33_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,PNHG,2023,M_USD,9524.0,35_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,PNHG,2025,M_USD,13776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1,provide the longterm liabilities for PCEN in 2022,longterm_liabilities,"{""derived"": ""longterm_liabilities"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""50_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""50_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""longterm_liabilities"", ""depth"": 0}",114282.0,4,0,1,945588000,943174415,42,0.339,0,1,2,50_total_liabilities,total_liabilities,total liabilities,PCEN,2022,M_USD,174646.0,50_current_liabilities,current_liabilities,current liabilities,PCEN,2022,M_USD,60364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,5,you should give the the minimum of current liabilities for ORFG using values from 2020 through 2025,"min(min(min(min(min(54_current_liabilities, 55_current_liabilities), 56_current_liabilities), 57_current_liabilities), 58_current_liabilities), 59_current_liabilities)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""54_current_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""55_current_liabilities"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""56_current_liabilities"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""57_current_liabilities"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""58_current_liabilities"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""59_current_liabilities"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",7909.0,3,0,5,214164216,811653317,42,0.261,0,1,6,54_current_liabilities,current_liabilities,current liabilities,ORFG,2020,M_USD,11321.0,55_current_liabilities,current_liabilities,current liabilities,ORFG,2021,M_USD,7909.0,56_current_liabilities,current_liabilities,current liabilities,ORFG,2022,M_USD,21416.0,57_current_liabilities,current_liabilities,current liabilities,ORFG,2023,M_USD,39879.0,58_current_liabilities,current_liabilities,current liabilities,ORFG,2024,M_USD,41540.0,59_current_liabilities,current_liabilities,current liabilities,ORFG,2025,M_USD,22329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,1,Whats the value of the gross profit for CBSM in 2024 ?,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""70_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""70_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",21883.0,1,0,1,693527609,63525343,42,0.426,0,1,2,70_revenue,revenue,revenue,CBSM,2024,M_USD,52725.0,70_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,CBSM,2024,M_USD,30842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1,Compute the sum of total equity and dividends paid for QBHD in 2023.,"sum(15_total_equity, 15_dividends_paid)","{""op"": ""sum"", ""left"": {""leaf"": ""15_total_equity"", ""depth"": 0}, ""right"": {""leaf"": ""15_dividends_paid"", ""depth"": 0}, ""depth"": 1}","{""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",54812.0,1,1,1,249344539,574615376,42,0.557,1,2,2,15_total_equity,total_equity,total equity,QBHD,2023,M_USD,42736.0,15_dividends_paid,dividends_paid,dividends paid,QBHD,2023,M_USD,12076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,5,determine the the maximum of revenue for PNHG using values from 2020 through 2025 .,"max(max(max(max(max(30_revenue, 31_revenue), 32_revenue), 33_revenue), 34_revenue), 35_revenue)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""30_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""31_revenue"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""32_revenue"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""33_revenue"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""34_revenue"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""35_revenue"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",23323.0,2,0,5,187974375,448700579,42,0.567,0,1,6,30_revenue,revenue,revenue,PNHG,2020,M_USD,15631.0,31_revenue,revenue,revenue,PNHG,2021,M_USD,15115.0,32_revenue,revenue,revenue,PNHG,2022,M_USD,17176.0,33_revenue,revenue,revenue,PNHG,2023,M_USD,19203.0,34_revenue,revenue,revenue,PNHG,2024,M_USD,20948.0,35_revenue,revenue,revenue,PNHG,2025,M_USD,23323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,0,what is the value of the capex for APEX in 2024,4_capex,"{""leaf"": ""4_capex"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",4494.0,3,0,0,200050585,804236062,42,0.538,0,1,1,4_capex,capex,capex,APEX,2024,M_USD,4494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,4,What would be the the maximum of cost of goods sold for CPTH using values from 2020 through 2024 ?,"max(max(max(max(78_cost_of_goods_sold, 79_cost_of_goods_sold), 80_cost_of_goods_sold), 81_cost_of_goods_sold), 82_cost_of_goods_sold)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""78_cost_of_goods_sold"", ""depth"": 0}, ""right"": {""leaf"": ""79_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""80_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""81_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""82_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",372136.0,1,0,4,9950544,320396197,42,0.564,0,1,5,78_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,CPTH,2020,M_USD,220463.0,79_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,CPTH,2021,M_USD,364081.0,80_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,CPTH,2022,M_USD,372136.0,81_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,CPTH,2023,M_USD,247181.0,82_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,CPTH,2024,M_USD,212503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
