question_id,depth,question,question_original,obstacle,useless_info_family_used,expression,expression_json,template_expression,answer,template_depth_requested,template_actual_depth,bound_expression_depth,tree_seed,binding_seed,master_seed,derived_prob,template_internal_nodes,template_leaf_slots,bound_leaf_count,leaf_1_key,leaf_1_concept,leaf_1_label,leaf_1_entity,leaf_1_period,leaf_1_unit,leaf_1_value,leaf_2_key,leaf_2_concept,leaf_2_label,leaf_2_entity,leaf_2_period,leaf_2_unit,leaf_2_value,leaf_3_key,leaf_3_concept,leaf_3_label,leaf_3_entity,leaf_3_period,leaf_3_unit,leaf_3_value,leaf_4_key,leaf_4_concept,leaf_4_label,leaf_4_entity,leaf_4_period,leaf_4_unit,leaf_4_value,leaf_5_key,leaf_5_concept,leaf_5_label,leaf_5_entity,leaf_5_period,leaf_5_unit,leaf_5_value,leaf_6_key,leaf_6_concept,leaf_6_label,leaf_6_entity,leaf_6_period,leaf_6_unit,leaf_6_value,leaf_7_key,leaf_7_concept,leaf_7_label,leaf_7_entity,leaf_7_period,leaf_7_unit,leaf_7_value,leaf_8_key,leaf_8_concept,leaf_8_label,leaf_8_entity,leaf_8_period,leaf_8_unit,leaf_8_value,leaf_9_key,leaf_9_concept,leaf_9_label,leaf_9_entity,leaf_9_period,leaf_9_unit,leaf_9_value,leaf_10_key,leaf_10_concept,leaf_10_label,leaf_10_entity,leaf_10_period,leaf_10_unit,leaf_10_value,leaf_11_key,leaf_11_concept,leaf_11_label,leaf_11_entity,leaf_11_period,leaf_11_unit,leaf_11_value,leaf_12_key,leaf_12_concept,leaf_12_label,leaf_12_entity,leaf_12_period,leaf_12_unit,leaf_12_value,leaf_13_key,leaf_13_concept,leaf_13_label,leaf_13_entity,leaf_13_period,leaf_13_unit,leaf_13_value
409,3,Evaluate the the maximum of total assets for SilverLine Retail Inc using values from 2020 through 2023,,,,"max(max(max(42_total_assets, 43_total_assets), 44_total_assets), 45_total_assets)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""42_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""43_total_assets"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""44_total_assets"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""45_total_assets"", ""depth"": 0}, ""depth"": 3}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",729677.0,3,0,3,461020768,504054409,861115112,0.341,0,1,4,42_total_assets,total_assets,total assets,SilverLine Retail Inc,2020,M_USD,511998.0,43_total_assets,total_assets,total assets,SilverLine Retail Inc,2021,M_USD,729677.0,44_total_assets,total_assets,total assets,SilverLine Retail Inc,2022,M_USD,494264.0,45_total_assets,total_assets,total assets,SilverLine Retail Inc,2023,M_USD,707950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,3,which value corresponds to the current assets for Helix BioSciences in 2023 ?,,,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""75_cash"", ""depth"": 0}, ""right"": {""leaf"": ""75_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""75_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""75_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",105646.0,3,0,3,526041421,641324596,861115112,0.403,0,1,4,75_cash,cash,cash,Helix BioSciences,2023,M_USD,41405.0,75_accounts_receivable,accounts_receivable,accounts receivable,Helix BioSciences,2023,M_USD,28326.0,75_inventories,inventories,inventories,Helix BioSciences,2023,M_USD,19597.0,75_short_term_investments,short_term_investments,short term investments,Helix BioSciences,2023,M_USD,16318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,4,give the the maximum of cash for Orion Financial Group using values from 2021 through 2025 .,,,,"max(max(max(max(55_cash, 56_cash), 57_cash), 58_cash), 59_cash)","{""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""55_cash"", ""depth"": 0}, ""right"": {""leaf"": ""56_cash"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""57_cash"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""58_cash"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""59_cash"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}",58304.0,5,0,4,256685897,108263345,861115112,0.532,0,1,5,55_cash,cash,cash,Orion Financial Group,2021,M_USD,11712.0,56_cash,cash,cash,Orion Financial Group,2022,M_USD,8636.0,57_cash,cash,cash,Orion Financial Group,2023,M_USD,13631.0,58_cash,cash,cash,Orion Financial Group,2024,M_USD,58304.0,59_cash,cash,cash,Orion Financial Group,2025,M_USD,43847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,1,what is the the minimum of revenue for Apex Dynamics Corp using values from 2022 through 2023,,,,"min(2_revenue, 3_revenue)","{""op"": ""min"", ""left"": {""leaf"": ""2_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""3_revenue"", ""depth"": 0}, ""depth"": 1}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",79021.0,2,0,1,790944128,142666150,861115112,0.188,0,1,2,2_revenue,revenue,revenue,Apex Dynamics Corp,2022,M_USD,79021.0,3_revenue,revenue,revenue,Apex Dynamics Corp,2023,M_USD,88228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,3,what would be the current assets for Cobalt Semiconductor in 2020,,,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""66_cash"", ""depth"": 0}, ""right"": {""leaf"": ""66_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""66_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""66_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",29567.0,5,0,3,405452448,583894254,861115112,0.565,0,1,4,66_cash,cash,cash,Cobalt Semiconductor,2020,M_USD,12598.0,66_accounts_receivable,accounts_receivable,accounts receivable,Cobalt Semiconductor,2020,M_USD,6914.0,66_inventories,inventories,inventories,Cobalt Semiconductor,2020,M_USD,1017.0,66_short_term_investments,short_term_investments,short term investments,Cobalt Semiconductor,2020,M_USD,9038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,4,Which result follows from the the minimum of capex for Ironclad Manufacturing using values from 2021 through 2025?,,,,"min(min(min(min(37_capex, 38_capex), 39_capex), 40_capex), 41_capex)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""37_capex"", ""depth"": 0}, ""right"": {""leaf"": ""38_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""39_capex"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""40_capex"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""41_capex"", ""depth"": 0}, ""depth"": 4}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",11427.0,2,0,4,535165948,761827295,861115112,0.274,0,1,5,37_capex,capex,capex,Ironclad Manufacturing,2021,M_USD,30284.0,38_capex,capex,capex,Ironclad Manufacturing,2022,M_USD,34132.0,39_capex,capex,capex,Ironclad Manufacturing,2023,M_USD,22891.0,40_capex,capex,capex,Ironclad Manufacturing,2024,M_USD,11427.0,41_capex,capex,capex,Ironclad Manufacturing,2025,M_USD,20820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,5,Whats the value of the the minimum of accounts receivable for ClearPath Logistics using values from 2020 through 2025 ?,,,,"min(min(min(min(min(78_accounts_receivable, 79_accounts_receivable), 80_accounts_receivable), 81_accounts_receivable), 82_accounts_receivable), 83_accounts_receivable)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""78_accounts_receivable"", ""depth"": 0}, ""right"": {""leaf"": ""79_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""80_accounts_receivable"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""81_accounts_receivable"", ""depth"": 0}, ""depth"": 3}, ""right"": {""leaf"": ""82_accounts_receivable"", ""depth"": 0}, ""depth"": 4}, ""right"": {""leaf"": ""83_accounts_receivable"", ""depth"": 0}, ""depth"": 5}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",21960.0,5,0,5,757393951,362054621,861115112,0.353,0,1,6,78_accounts_receivable,accounts_receivable,accounts receivable,ClearPath Logistics,2020,M_USD,33576.0,79_accounts_receivable,accounts_receivable,accounts receivable,ClearPath Logistics,2021,M_USD,21960.0,80_accounts_receivable,accounts_receivable,accounts receivable,ClearPath Logistics,2022,M_USD,48131.0,81_accounts_receivable,accounts_receivable,accounts receivable,ClearPath Logistics,2023,M_USD,56571.0,82_accounts_receivable,accounts_receivable,accounts receivable,ClearPath Logistics,2024,M_USD,49619.0,83_accounts_receivable,accounts_receivable,accounts receivable,ClearPath Logistics,2025,M_USD,81118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,4,what is the value of the sum of pretax income and pretax income for Atlas Global Industries in 2022 ?,,,,"sum(pretax_income, pretax_income)","{""op"": ""sum"", ""left"": {""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""26_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""26_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""26_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""26_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""right"": {""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""26_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""26_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""26_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""26_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}, ""depth"": 4}","{""op"": ""sum"", ""left"": {""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}, ""right"": {""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",46296.0,5,1,4,838555526,872718155,861115112,0.434,1,2,8,26_revenue,revenue,revenue,Atlas Global Industries,2022,M_USD,87003.0,26_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Atlas Global Industries,2022,M_USD,32332.0,26_operating_expenses,operating_expenses,operating expenses,Atlas Global Industries,2022,M_USD,19341.0,26_non_operating_expenses,non_operating_expenses,non operating expenses,Atlas Global Industries,2022,M_USD,12182.0,26_revenue,revenue,revenue,Atlas Global Industries,2022,M_USD,87003.0,26_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Atlas Global Industries,2022,M_USD,32332.0,26_operating_expenses,operating_expenses,operating expenses,Atlas Global Industries,2022,M_USD,19341.0,26_non_operating_expenses,non_operating_expenses,non operating expenses,Atlas Global Industries,2022,M_USD,12182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,2,could you give the the minimum of capex for Meridian Systems Inc using values from 2021 through 2023?,,,,"min(min(7_capex, 8_capex), 9_capex)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""7_capex"", ""depth"": 0}, ""right"": {""leaf"": ""8_capex"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""9_capex"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",5088.0,1,0,2,195298364,549087532,861115112,0.421,0,1,3,7_capex,capex,capex,Meridian Systems Inc,2021,M_USD,10099.0,8_capex,capex,capex,Meridian Systems Inc,2022,M_USD,9026.0,9_capex,capex,capex,Meridian Systems Inc,2023,M_USD,5088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,0,you should give the current liabilities for Ironclad Manufacturing in 2025.,,,,41_current_liabilities,"{""leaf"": ""41_current_liabilities"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",221593.0,4,0,0,124902174,144965317,861115112,0.356,0,1,1,41_current_liabilities,current_liabilities,current liabilities,Ironclad Manufacturing,2025,M_USD,221593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,1,could you give the gross profit for Meridian Systems Inc in 2021 ?,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""7_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""7_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",79126.0,5,0,1,841049073,685169081,861115112,0.434,0,1,2,7_revenue,revenue,revenue,Meridian Systems Inc,2021,M_USD,171514.0,7_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Meridian Systems Inc,2021,M_USD,92388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2,compute the the minimum of non operating expenses for Quantum Bridge Holdings using values from 2020 through 2022.,,,,"min(min(12_non_operating_expenses, 13_non_operating_expenses), 14_non_operating_expenses)","{""op"": ""min"", ""left"": {""op"": ""min"", ""left"": {""leaf"": ""12_non_operating_expenses"", ""depth"": 0}, ""right"": {""leaf"": ""13_non_operating_expenses"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""14_non_operating_expenses"", ""depth"": 0}, ""depth"": 2}","{""kind"": ""time_agg"", ""op"": ""min"", ""depth"": 0}",5149.0,1,0,2,286832137,428468394,861115112,0.59,0,1,3,12_non_operating_expenses,non_operating_expenses,non operating expenses,Quantum Bridge Holdings,2020,M_USD,16485.0,13_non_operating_expenses,non_operating_expenses,non operating expenses,Quantum Bridge Holdings,2021,M_USD,5149.0,14_non_operating_expenses,non_operating_expenses,non operating expenses,Quantum Bridge Holdings,2022,M_USD,9547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,3,give the sum of the maximum of total assets for Orion Financial Group using values from 2020 through 2022 and sum of operating expenses and sum of total liabilities and total liabilities for Orion Financial Group in 2024.,,,,"sum(max(max(54_total_assets, 55_total_assets), 56_total_assets), sum(58_operating_expenses, sum(58_total_liabilities, 58_total_liabilities)))","{""op"": ""sum"", ""left"": {""op"": ""max"", ""left"": {""op"": ""max"", ""left"": {""leaf"": ""54_total_assets"", ""depth"": 0}, ""right"": {""leaf"": ""55_total_assets"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""56_total_assets"", ""depth"": 0}, ""depth"": 2}, ""right"": {""op"": ""sum"", ""left"": {""leaf"": ""58_operating_expenses"", ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""leaf"": ""58_total_liabilities"", ""depth"": 0}, ""right"": {""leaf"": ""58_total_liabilities"", ""depth"": 0}, ""depth"": 1}, ""depth"": 2}, ""depth"": 3}","{""op"": ""sum"", ""left"": {""kind"": ""time_agg"", ""op"": ""max"", ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}, ""depth"": 2, ""kind"": ""node""}, ""depth"": 3, ""kind"": ""node""}",332476.0,3,3,3,118653694,423230262,861115112,0.187,3,4,6,54_total_assets,total_assets,total assets,Orion Financial Group,2020,M_USD,67863.0,55_total_assets,total_assets,total assets,Orion Financial Group,2021,M_USD,79108.0,56_total_assets,total_assets,total assets,Orion Financial Group,2022,M_USD,89512.0,58_operating_expenses,operating_expenses,operating expenses,Orion Financial Group,2024,M_USD,34892.0,58_total_liabilities,total_liabilities,total liabilities,Orion Financial Group,2024,M_USD,104036.0,58_total_liabilities,total_liabilities,total liabilities,Orion Financial Group,2024,M_USD,104036.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,3,evaluate the current assets for Titan Consumer Brands in 2020.,,,,current_assets,"{""derived"": ""current_assets"", ""expanded"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""op"": ""sum"", ""left"": {""leaf"": ""60_cash"", ""depth"": 0}, ""right"": {""leaf"": ""60_accounts_receivable"", ""depth"": 0}, ""depth"": 1}, ""right"": {""leaf"": ""60_inventories"", ""depth"": 0}, ""depth"": 2}, ""right"": {""leaf"": ""60_short_term_investments"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""current_assets"", ""depth"": 0}",243881.0,3,0,3,606187447,527920250,861115112,0.49,0,1,4,60_cash,cash,cash,Titan Consumer Brands,2020,M_USD,126394.0,60_accounts_receivable,accounts_receivable,accounts receivable,Titan Consumer Brands,2020,M_USD,32678.0,60_inventories,inventories,inventories,Titan Consumer Brands,2020,M_USD,12797.0,60_short_term_investments,short_term_investments,short term investments,Titan Consumer Brands,2020,M_USD,72012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,0,What would be the inventories for Cobalt Semiconductor in 2024?,,,,70_inventories,"{""leaf"": ""70_inventories"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",1029.0,0,0,0,922217072,960277301,861115112,0.596,0,1,1,70_inventories,inventories,inventories,Cobalt Semiconductor,2024,M_USD,1029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2,whats the value of the operating income for ClearPath Logistics in 2020?,,,,operating_income,"{""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""78_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""78_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""78_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}","{""kind"": ""derived_concept"", ""name"": ""operating_income"", ""depth"": 0}",230811.0,4,0,2,26978609,666632332,861115112,0.536,0,1,3,78_revenue,revenue,revenue,ClearPath Logistics,2020,M_USD,516553.0,78_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,ClearPath Logistics,2020,M_USD,220463.0,78_operating_expenses,operating_expenses,operating expenses,ClearPath Logistics,2020,M_USD,65279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,0,which result follows from the total assets for Ironclad Manufacturing in 2022,,,,38_total_assets,"{""leaf"": ""38_total_assets"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",915627.0,4,0,0,26516593,16269336,861115112,0.138,0,1,1,38_total_assets,total_assets,total assets,Ironclad Manufacturing,2022,M_USD,915627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,0,What is the capex for Apex Dynamics Corp in 2022?,,,,2_capex,"{""leaf"": ""2_capex"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",6853.0,4,0,0,453327337,120444199,861115112,0.504,0,1,1,2_capex,capex,capex,Apex Dynamics Corp,2022,M_USD,6853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,3,Give the pretax income for Orion Financial Group in 2024.,,,,pretax_income,"{""derived"": ""pretax_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""operating_income"", ""expanded"": {""op"": ""diff"", ""left"": {""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""58_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""58_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}, ""right"": {""leaf"": ""58_operating_expenses"", ""depth"": 0}, ""depth"": 2}, ""depth"": 2}, ""right"": {""leaf"": ""58_non_operating_expenses"", ""depth"": 0}, ""depth"": 3}, ""depth"": 3}","{""kind"": ""derived_concept"", ""name"": ""pretax_income"", ""depth"": 0}",12458.0,5,0,3,260891627,986927032,861115112,0.415,0,1,4,58_revenue,revenue,revenue,Orion Financial Group,2024,M_USD,142085.0,58_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,Orion Financial Group,2024,M_USD,77438.0,58_operating_expenses,operating_expenses,operating expenses,Orion Financial Group,2024,M_USD,34892.0,58_non_operating_expenses,non_operating_expenses,non operating expenses,Orion Financial Group,2024,M_USD,17297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,0,You should calculate the accounts receivable for Titan Consumer Brands in 2024 .,,,,64_accounts_receivable,"{""leaf"": ""64_accounts_receivable"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",42955.0,2,0,0,86989935,590768832,861115112,0.481,0,1,1,64_accounts_receivable,accounts_receivable,accounts receivable,Titan Consumer Brands,2024,M_USD,42955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,0,Which quantity is given by the accounts receivable for Ironclad Manufacturing in 2020,,,,36_accounts_receivable,"{""leaf"": ""36_accounts_receivable"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",42355.0,0,0,0,500822500,661283850,861115112,0.522,0,1,1,36_accounts_receivable,accounts_receivable,accounts receivable,Ironclad Manufacturing,2020,M_USD,42355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1,calculate the gross profit for SilverLine Retail Inc in 2024,,,,gross_profit,"{""derived"": ""gross_profit"", ""expanded"": {""op"": ""diff"", ""left"": {""leaf"": ""46_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""46_cost_of_goods_sold"", ""depth"": 0}, ""depth"": 1}, ""depth"": 1}","{""kind"": ""derived_concept"", ""name"": ""gross_profit"", ""depth"": 0}",282140.0,5,0,1,787401266,769631549,861115112,0.273,0,1,2,46_revenue,revenue,revenue,SilverLine Retail Inc,2024,M_USD,818992.0,46_cost_of_goods_sold,cost_of_goods_sold,cost of goods sold,SilverLine Retail Inc,2024,M_USD,536852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,1,What is the sum of revenue and cash for Apex Dynamics Corp in 2024 ?,,,,"sum(4_revenue, 4_cash)","{""op"": ""sum"", ""left"": {""leaf"": ""4_revenue"", ""depth"": 0}, ""right"": {""leaf"": ""4_cash"", ""depth"": 0}, ""depth"": 1}","{""op"": ""sum"", ""left"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""right"": {""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}, ""depth"": 1, ""kind"": ""node""}",98593.0,2,1,1,391243804,174338962,861115112,0.332,1,2,2,4_revenue,revenue,revenue,Apex Dynamics Corp,2024,M_USD,82805.0,4_cash,cash,cash,Apex Dynamics Corp,2024,M_USD,15788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,0,which value corresponds to the accounts receivable for Helix BioSciences in 2025?,,,,77_accounts_receivable,"{""leaf"": ""77_accounts_receivable"", ""depth"": 0}","{""kind"": ""leaf"", ""semantic_type_in"": [""amount""], ""depth"": 0}",22939.0,3,0,0,405421535,900046694,861115112,0.146,0,1,1,77_accounts_receivable,accounts_receivable,accounts receivable,Helix BioSciences,2025,M_USD,22939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
