depth,question,answer,entity,period,concept,kind,semantic_type,derivation,sampled_node_id,sampled_node_family,sampled_node_depth,binding_entities,binding_periods,id,expression.op,expression.left.op,expression.left.left.op,expression.left.left.left.op,expression.left.left.left.left.leaf,expression.left.left.left.left.depth,expression.left.left.left.right.leaf,expression.left.left.left.right.depth,expression.left.left.left.depth,expression.left.left.right.op,expression.left.left.right.left.leaf,expression.left.left.right.left.depth,expression.left.left.right.right.leaf,expression.left.left.right.right.depth,expression.left.left.right.depth,expression.left.left.depth,expression.left.right.op,expression.left.right.left.op,expression.left.right.left.left.leaf,expression.left.right.left.left.depth,expression.left.right.left.right.leaf,expression.left.right.left.right.depth,expression.left.right.left.depth,expression.left.right.right.op,expression.left.right.right.left.leaf,expression.left.right.right.left.depth,expression.left.right.right.right.leaf,expression.left.right.right.right.depth,expression.left.right.right.depth,expression.left.right.depth,expression.left.depth,expression.right.op,expression.right.left.op,expression.right.left.left.op,expression.right.left.left.left.leaf,expression.right.left.left.left.depth,expression.right.left.left.right.leaf,expression.right.left.left.right.depth,expression.right.left.left.depth,expression.right.left.right.op,expression.right.left.right.left.leaf,expression.right.left.right.left.depth,expression.right.left.right.right.leaf,expression.right.left.right.right.depth,expression.right.left.right.depth,expression.right.left.depth,expression.right.right.op,expression.right.right.left.op,expression.right.right.left.left.leaf,expression.right.right.left.left.depth,expression.right.right.left.right.leaf,expression.right.right.left.right.depth,expression.right.right.left.depth,expression.right.right.right.op,expression.right.right.right.left.leaf,expression.right.right.right.left.depth,expression.right.right.right.right.leaf,expression.right.right.right.right.depth,expression.right.right.right.depth,expression.right.right.depth,expression.right.depth,expression.depth,binding.L849,binding.L861,binding.L863,binding.L848,binding.L850,binding.L851,binding.L852,binding.L853,binding.L854,binding.L855,binding.L856,binding.L857,binding.L858,binding.L859,binding.L860,binding.L862,flags.cross_company,flags.cross_year,flags.depth3,flags.depth4plus,expression.left.left.leaf,expression.left.right.leaf,expression.right.left.leaf,expression.right.right.leaf,binding.L581,binding.L583,binding.L580,binding.L582,binding.L909,binding.L908,binding.L910,binding.L911,expression.left.left.left.leaf,expression.left.left.right.leaf,expression.left.right.left.leaf,expression.left.right.right.leaf,expression.right.left.left.leaf,expression.right.left.right.leaf,expression.right.right.left.leaf,expression.right.right.right.leaf,binding.L971,binding.L973,binding.L968,binding.L969,binding.L970,binding.L972,binding.L974,binding.L975,binding.L11,binding.L8,binding.L9,binding.L10,binding.L543,binding.L540,binding.L541,binding.L542,binding.L285,binding.L287,binding.L284,binding.L286,binding.L905,binding.L904,binding.L906,binding.L907,binding.L83,binding.L80,binding.L81,binding.L82,binding.L320,binding.L321,binding.L322,binding.L323,binding.L324,binding.L325,binding.L326,binding.L327,binding.L249,binding.L251,binding.L248,binding.L250,binding.L252,binding.L253,binding.L254,binding.L255,binding.L977,binding.L979,binding.L976,binding.L978,binding.L943,binding.L940,binding.L941,binding.L942,binding.L845,binding.L847,binding.L844,binding.L846,binding.L735,binding.L732,binding.L733,binding.L734,binding.L643,binding.L640,binding.L641,binding.L642,expression.left.leaf,expression.right.leaf,binding.L200,binding.L201,binding.L508,binding.L509,binding.L510,binding.L511,binding.L1020,binding.L1021,binding.L494,binding.L495,binding.L460,binding.L461,binding.L278,binding.L279,binding.L384,binding.L385,binding.L632,binding.L633,binding.L488,binding.L489,binding.L880,binding.L881,binding.L762,binding.L763,binding.L476,binding.L477,binding.L692,binding.L693,binding.L924,binding.L925,binding.L132,binding.L133,binding.L134,binding.L135,binding.L626,binding.L627,binding.L800,binding.L801,binding.L528,binding.L529,binding.L736,binding.L737,binding.L738,binding.L739,binding.L70,binding.L71,binding.L984,binding.L985,binding.L204,binding.L205,binding.L826,binding.L827,binding.L600,binding.L601,binding.L602,binding.L603,binding.L490,binding.L491,binding.L484,binding.L485,binding.L260,binding.L261,binding.L258,binding.L259,binding.L398,binding.L399,binding.L964,binding.L965,binding.L560,binding.L561,binding.L44,binding.L45,binding.L274,binding.L275,binding.L526,binding.L527,binding.L164,binding.L165,binding.L347,binding.L344,binding.L345,binding.L346,binding.L712,binding.L713,binding.L314,binding.L315,binding.L650,binding.L651,binding.L746,binding.L747,binding.L262,binding.L263,binding.L864,binding.L865,binding.L306,binding.L307,binding.L670,binding.L671,binding.L578,binding.L579,binding.L952,binding.L953,binding.L276,binding.L277,binding.L574,binding.L575,binding.L210,binding.L211,binding.L530,binding.L531,binding.L86,binding.L87,binding.L76,binding.L77,binding.L810,binding.L811,binding.L628,binding.L629,binding.L444,binding.L445,binding.L504,binding.L505,binding.L506,binding.L507,binding.L152,binding.L153,binding.L438,binding.L439,binding.L990,binding.L991,binding.L470,binding.L471,binding.L890,binding.L891
1,What is the difference between total assets for SilverLine Retail Inc in 2020 and non operating expenses for SilverLine Retail Inc in 2020?,400527.0,SilverLine Retail Inc,2020,,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N393,amount,1,['SilverLine Retail Inc'],['2020'],53,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42_total_assets,42_non_operating_expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42_total_assets,42_non_operating_expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of longterm assets for Titan Consumer Brands in 2024 to short term investments for Titan Consumer Brands in 2024?,13.558822226488092,Titan Consumer Brands,2024,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N959,ratio,1,['Titan Consumer Brands'],['2024'],54,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64_longterm_assets,64_short_term_investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64_longterm_assets,64_short_term_investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the difference between capex for Ironclad Manufacturing in 2020 and pretax income for Ironclad Manufacturing in 2020?,40658.0,Ironclad Manufacturing,2020,,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N557,amount,1,['Ironclad Manufacturing'],['2020'],55,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36_capex,36_pretax_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36_capex,36_pretax_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of net income for Orion Financial Group in 2020 to dividends paid for Orion Financial Group in 2020?,3.1359230096237973,Orion Financial Group,2020,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N41,ratio,1,['Orion Financial Group'],['2020'],56,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54_net_income,54_dividends_paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54_net_income,54_dividends_paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of capex for Orion Financial Group in 2025 to total liabilities for Orion Financial Group in 2025?,0.057338056680161946,Orion Financial Group,2025,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N271,ratio,1,['Orion Financial Group'],['2025'],57,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59_capex,59_total_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59_capex,59_total_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the difference between current liabilities for NovaStar Technologies in 2022 and current liabilities for NovaStar Technologies in 2022?,0.0,NovaStar Technologies,2022,current_liabilities,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N522,amount,1,['NovaStar Technologies'],['2022'],58,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_current_liabilities,20_current_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_current_liabilities,20_current_liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the difference between revenue for Cobalt Semiconductor in 2025 and current assets for Cobalt Semiconductor in 2025?,36974.0,Cobalt Semiconductor,2025,,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N161,amount,1,['Cobalt Semiconductor'],['2025'],59,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71_revenue,71_current_assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71_revenue,71_current_assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,What is the ratio of difference between inventories for Titan Consumer Brands in 2023 and capex for Titan Consumer Brands in 2023 to cash for Titan Consumer Brands in 2023 scaled by income tax for Titan Consumer Brands in 2023?,-0.8198417454321777,Titan Consumer Brands,2023,,ratio_amounts,ratio,"ratio(difference_amount, scaled_amount)",N342,ratio,2,['Titan Consumer Brands'],['2023'],60,ratio,diff,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,mul,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1,2,,,,,,,,,,,,,,,,,False,False,False,False,63_inventories,63_capex,63_cash,63_income_tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63_income_tax,63_inventories,63_capex,63_cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the difference between current liabilities for Cobalt Semiconductor in 2023 and short term investments for Cobalt Semiconductor in 2023?,11068.0,Cobalt Semiconductor,2023,,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N708,amount,1,['Cobalt Semiconductor'],['2023'],61,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69_current_liabilities,69_short_term_investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69_current_liabilities,69_short_term_investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of longterm liabilities for Pacific Crest Energy in 2021 to accounts receivable for Pacific Crest Energy in 2021?,3.411037325395008,Pacific Crest Energy,2021,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N309,ratio,1,['Pacific Crest Energy'],['2021'],62,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49_longterm_liabilities,49_accounts_receivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49_longterm_liabilities,49_accounts_receivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of accounts receivable for Atlas Global Industries in 2023 to operating income for Atlas Global Industries in 2023?,0.14662427529455768,Atlas Global Industries,2023,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N646,ratio,1,['Atlas Global Industries'],['2023'],63,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27_accounts_receivable,27_operating_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27_accounts_receivable,27_operating_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of longterm assets for NovaStar Technologies in 2021 to operating income for NovaStar Technologies in 2021?,2.0280483188216265,NovaStar Technologies,2021,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N740,ratio,1,['NovaStar Technologies'],['2021'],64,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_longterm_assets,19_operating_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19_longterm_assets,19_operating_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the difference between total assets for ClearPath Logistics in 2022 and short term investments for ClearPath Logistics in 2022?,489051.0,ClearPath Logistics,2022,,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N259,amount,1,['ClearPath Logistics'],['2022'],65,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80_total_assets,80_short_term_investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80_total_assets,80_short_term_investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of cost of goods sold for Crimson Pharmaceuticals in 2022 to non operating expenses for Crimson Pharmaceuticals in 2022?,2.689532071259128,Crimson Pharmaceuticals,2022,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N860,ratio,1,['Crimson Pharmaceuticals'],['2022'],66,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86_cost_of_goods_sold,86_non_operating_expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86_cost_of_goods_sold,86_non_operating_expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of dividends paid for Apex Dynamics Corp in 2025 to pretax income for Apex Dynamics Corp in 2025?,1.2296142296142296,Apex Dynamics Corp,2025,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N302,ratio,1,['Apex Dynamics Corp'],['2025'],67,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_dividends_paid,5_pretax_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5_dividends_paid,5_pretax_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of total equity for Pinnacle Health Group in 2022 to non operating expenses for Pinnacle Health Group in 2022?,4.858823529411764,Pinnacle Health Group,2022,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N664,ratio,1,['Pinnacle Health Group'],['2022'],68,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32_total_equity,32_non_operating_expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32_total_equity,32_non_operating_expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of inventories for NovaStar Technologies in 2025 to operating expenses for NovaStar Technologies in 2025?,0.12901118048497168,NovaStar Technologies,2025,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N575,ratio,1,['NovaStar Technologies'],['2025'],69,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_inventories,23_operating_expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23_inventories,23_operating_expenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the difference between non operating expenses for Ironclad Manufacturing in 2025 and revenue for Ironclad Manufacturing in 2025?,-483188.0,Ironclad Manufacturing,2025,,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N946,amount,1,['Ironclad Manufacturing'],['2025'],70,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41_non_operating_expenses,41_revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41_non_operating_expenses,41_revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of net income for Atlas Global Industries in 2024 to pretax income for Atlas Global Industries in 2024?,0.7530726336860165,Atlas Global Industries,2024,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N273,ratio,1,['Atlas Global Industries'],['2024'],71,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28_net_income,28_pretax_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28_net_income,28_pretax_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of total liabilities for Meridian Systems Inc in 2023 to longterm assets for Meridian Systems Inc in 2023?,0.8297710596478858,Meridian Systems Inc,2023,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N568,ratio,1,['Meridian Systems Inc'],['2023'],72,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_total_liabilities,9_longterm_assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_total_liabilities,9_longterm_assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of cash for NovaStar Technologies in 2024 to capex for NovaStar Technologies in 2024?,2.930558000352051,NovaStar Technologies,2024,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N206,ratio,1,['NovaStar Technologies'],['2024'],73,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_cash,22_capex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_cash,22_capex,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of accounts receivable for NovaStar Technologies in 2020 to total equity for NovaStar Technologies in 2020?,0.22689550799115235,NovaStar Technologies,2020,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N527,ratio,1,['NovaStar Technologies'],['2020'],74,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_accounts_receivable,18_total_equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18_accounts_receivable,18_total_equity,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the ratio of current liabilities for Titan Consumer Brands in 2022 to net income for Titan Consumer Brands in 2022?,2.11221902443292,Titan Consumer Brands,2022,,ratio_amounts,ratio,"ratio(leaf_metric, leaf_metric)",N575,ratio,1,['Titan Consumer Brands'],['2022'],75,ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62_current_liabilities,62_net_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62_current_liabilities,62_net_income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,What is the difference between income tax expense for Cobalt Semiconductor in 2020 and capex for Cobalt Semiconductor in 2020?,-288.96000000000004,Cobalt Semiconductor,2020,,difference_amount,amount,"diff(leaf_metric, leaf_metric)",N82,amount,1,['Cobalt Semiconductor'],['2020'],76,diff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66_income_tax_expense,66_capex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66_income_tax_expense,66_capex,,,,,,,,,,,,,,,,,,,,,,
