cik,name,sic,sic_description,fiscal_year_end,state,entity_type,fy_month,fy_month_name,industry
849399,Gen Digital Inc.,7372,Services-Prepackaged Software,0328,DE,operating,3,Mar,Software & IT Services
1464521,"Heartflow, Inc.",3841,Surgical & Medical Instruments & Apparatus,1231,DE,operating,12,Dec,Instruments & Medical Devices
1407704,"LINGERIE FIGHTING CHAMPIONSHIPS, INC.",7900,Services-Amusement & Recreation Services,1231,NV,operating,12,Dec,Personal Services
1403568,"Ulta Beauty, Inc.",5990,"Retail-Retail Stores, NEC",0201,,operating,2,Feb,Retail (Misc)
2081300,SPACSphere Acquisition Corp.,6770,Blank Checks,1231,E9,other,12,Dec,Holding Companies
2012318,Inflection Point Acquisition Corp. III,6770,Blank Checks,1231,,operating,12,Dec,Holding Companies
1671858,"ARS Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1042776,"Piedmont Realty Trust, Inc.",6512,Opeators of  Nonresidential Buildings,1231,MD,operating,12,Dec,Real Estate
1718405,HYCROFT MINING HOLDING CORP,1040,Gold and Silver Ores,1231,DE,operating,12,Dec,Mining & Energy
1881487,ProFrac Holding Corp.,1389,"Oil & Gas Field Services, NEC",1231,DE,operating,12,Dec,Mining & Energy
1721056,HOOPS SCOUTING USA,7374,Services-Computer Processing & Data Preparation,0630,WY,operating,6,Jun,Software & IT Services
1840776,"Hagerty, Inc.",6411,"Insurance Agents, Brokers & Service",1231,DE,operating,12,Dec,Insurance
885307,JEWETT CAMERON TRADING CO LTD,5211,Retail-Lumber & Other Building Materials Dealers,0831,OR,operating,8,Aug,Retail (Building/Home)
842717,"BLUE RIDGE BANKSHARES, INC.",6022,State Commercial Banks,1231,VA,operating,12,Dec,Banking
1690585,"Dianthus Therapeutics, Inc. /DE/",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
2032755,Pinnacle Food Group Ltd,700,Agricultural Services,1231,X1,other,12,Dec,Agriculture
1756180,"NOCERA, INC.",200,Agricultural Prod-Livestock & Animal Specialties,1231,NV,operating,12,Dec,Agriculture
1355848,"Kartoon Studios, Inc.",7812,Services-Motion Picture & Video Tape Production,1231,NV,operating,12,Dec,Personal Services
827773,PUTNAM PREMIER INCOME TRUST,0,,1117,MA,other,11,Nov,Unknown
2075918,Capstone Copper Corp./ADR,0,,1225,A1,other,12,Dec,Unknown
1235468,LIQUIDITY SERVICES INC,7389,"Services-Business Services, NEC",0930,DE,operating,9,Sep,Personal Services
1618732,"Nutanix, Inc.",7372,Services-Prepackaged Software,0731,DE,operating,7,Jul,Software & IT Services
1784970,Next Technology Holding Inc.,7374,Services-Computer Processing & Data Preparation,1231,WY,operating,12,Dec,Software & IT Services
1534133,"CalciMedica, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1415744,NORTHERN MINERALS & EXPLORATION LTD.,1040,Gold and Silver Ores,0731,NV,operating,7,Jul,Mining & Energy
930236,REDWOOD TRUST INC,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
863436,BENCHMARK ELECTRONICS INC,3672,Printed Circuit Boards,1231,TX,operating,12,Dec,Electronics & Tech Hardware
1833197,"Latham Group, Inc.",3089,"Plastics Products, NEC",1231,NY,operating,12,Dec,Manufacturing (Other)
1852551,Nova Minerals Ltd,1040,Gold and Silver Ores,0630,C3,other,6,Jun,Mining & Energy
1818383,"MediaAlpha, Inc.",7389,"Services-Business Services, NEC",1231,DE,operating,12,Dec,Personal Services
1759783,EHang Holdings Ltd,3728,"Aircraft Parts & Auxiliary Equipment, NEC",1231,E9,other,12,Dec,Transportation Equipment
1513761,Norwegian Cruise Line Holdings Ltd.,4400,Water Transportation,1231,D0,operating,12,Dec,Transportation
14272,BRISTOL MYERS SQUIBB CO,2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1632127,"Cable One, Inc.",4841,Cable & Other Pay Television Services,1231,DE,operating,12,Dec,Transportation
724910,NVE CORP /NEW/,3674,Semiconductors & Related Devices,0331,MN,operating,3,Mar,Electronics & Tech Hardware
2087450,Legato Merger Corp. IV,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
80424,PROCTER & GAMBLE Co,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",0630,OH,operating,6,Jun,Chemicals & Pharma
1781730,"Third Coast Bancshares, Inc.",6036,"Savings Institutions, Not Federally Chartered",1231,TX,operating,12,Dec,Banking
1995569,Invesco Galaxy Ethereum ETF,6221,Commodity Contracts Brokers & Dealers,1231,DE,operating,12,Dec,Securities & Brokers
1756262,"TransMedics Group, Inc.",3845,Electromedical & Electrotherapeutic Apparatus,1231,MA,operating,12,Dec,Instruments & Medical Devices
1021561,"NU SKIN ENTERPRISES, INC.",5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",1231,DE,operating,12,Dec,Wholesale
1841666,APA Corp,1311,Crude Petroleum & Natural Gas,1231,DE,operating,12,Dec,Mining & Energy
1446597,Don Quijote Holdings Co Ltd,8880,American Depositary Receipts,0630,M0,other,6,Jun,Professional Services
1958777,"FibroBiologics, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1506184,IMMUTEP Ltd,2834,Pharmaceutical Preparations,0630,C3,other,6,Jun,Chemicals & Pharma
2100782,"Generate Biomedicines, Inc.",2834,Pharmaceutical Preparations,1231,DE,other,12,Dec,Chemicals & Pharma
1680689,"Natural Resource Holdings, Inc.",5960,Retail-Nonstore Retailers,0430,,operating,4,Apr,Retail (Misc)
1403475,Bank of Marin Bancorp,6022,State Commercial Banks,1231,CA,operating,12,Dec,Banking
1673985,AdvanSix Inc.,2821,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",1231,DE,operating,12,Dec,Chemicals & Pharma
1114700,GRUPO FINANCIERO GALICIA SA,6029,"Commercial Banks, NEC",1231,C1,other,12,Dec,Banking
1269026,"Sintx Technologies, Inc.",3841,Surgical & Medical Instruments & Apparatus,1231,DE,operating,12,Dec,Instruments & Medical Devices
1540013,Quipt Home Medical Corp.,8090,"Services-Misc Health & Allied Services, NEC",0930,A1,operating,9,Sep,Healthcare Services
1342874,Ternium S.A.,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",1231,N4,other,12,Dec,Manufacturing (Other)
51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,2860,Industrial Organic Chemicals,1231,NY,operating,12,Dec,Chemicals & Pharma
910638,3D SYSTEMS CORP,7372,Services-Prepackaged Software,1231,DE,operating,12,Dec,Software & IT Services
1497230,Fyntechnical Innovations Inc,7374,Services-Computer Processing & Data Preparation,1231,NV,operating,12,Dec,Software & IT Services
2085408,General Purpose Acquisition Corp.,6770,Blank Checks,1231,E9,other,12,Dec,Holding Companies
1580670,"LGI Homes, Inc.",1531,Operative Builders,1231,DE,operating,12,Dec,Construction
1745431,StoneCo Ltd.,7374,Services-Computer Processing & Data Preparation,1231,E9,other,12,Dec,Software & IT Services
718940,BCE INC,4813,Telephone Communications (No Radiotelephone),1231,,other,12,Dec,Transportation
1411207,Allison Transmission Holdings Inc,3714,Motor Vehicle Parts & Accessories,1231,DE,operating,12,Dec,Transportation Equipment
1767582,Luckin Coffee Inc.,5810,Retail-Eating & Drinking Places,1231,E9,other,12,Dec,Retail (Other)
1210677,FIRST ADVANTAGE CORP,7374,Services-Computer Processing & Data Preparation,1231,,operating,12,Dec,Software & IT Services
1653384,Runway Growth Finance Corp.,0,,1231,MD,operating,12,Dec,Unknown
2088807,Xsolla SPAC 1,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
27996,DELUXE CORP,2780,"Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",1231,MN,operating,12,Dec,Manufacturing (Other)
1743971,MOGU Inc.,7389,"Services-Business Services, NEC",0331,E9,other,3,Mar,Personal Services
312069,BARCLAYS PLC,6029,"Commercial Banks, NEC",1231,X0,other,12,Dec,Banking
1434524,ClearSign Technologies Corp,3823,"Industrial Instruments For Measurement, Display, and Control",1231,DE,operating,12,Dec,Instruments & Medical Devices
1407583,Bunker Hill Mining Corp.,1000,Metal Mining,1231,NV,operating,12,Dec,Mining & Energy
1746129,Bank7 Corp.,6022,State Commercial Banks,1231,,operating,12,Dec,Banking
1313938,"Sibannac, Inc.",2834,Pharmaceutical Preparations,0831,NV,operating,8,Aug,Chemicals & Pharma
934549,ACACIA RESEARCH CORP,6794,Patent Owners & Lessors,1231,DE,operating,12,Dec,Holding Companies
2000208,Kepler Group Ltd,6411,"Insurance Agents, Brokers & Service",0331,K3,other,3,Mar,Insurance
1504461,NGL Energy Partners LP,4922,Natural Gas Transmission,0331,DE,operating,3,Mar,Utilities
1607678,"Viking Therapeutics, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1965052,Marblegate Capital Corp,6199,Finance Services,1231,DE,operating,12,Dec,Credit & Finance
910068,WESTERN ASSET HIGH INCOME OPPORTUNITY FUND INC.,0,,0930,MD,other,9,Sep,Unknown
2020795,Uniti Group Inc.,4813,Telephone Communications (No Radiotelephone),1231,DE,operating,12,Dec,Transportation
1446656,Kikkoman Corp,0,,0331,M0,other,3,Mar,Unknown
1794776,Palmer Square Capital BDC Inc.,0,,1231,MD,operating,12,Dec,Unknown
1413909,DSG Global Inc.,7373,Services-Computer Integrated Systems Design,1231,NV,operating,12,Dec,Software & IT Services
908993,Invesco Advantage Municipal Income Trust II,0,,1031,MA,other,10,Oct,Unknown
818851,NUVEEN CALIFORNIA MUNICIPAL VALUE FUND,0,,0228,MA,other,2,Feb,Unknown
2087361,M Evo Global Acquisition Corp II,6770,Blank Checks,1231,E9,other,12,Dec,Holding Companies
731802,ATMOS ENERGY CORP,4924,Natural Gas Distribution,0930,TX,operating,9,Sep,Utilities
1588084,TANTECH HOLDINGS LTD,2860,Industrial Organic Chemicals,1231,D8,other,12,Dec,Chemicals & Pharma
1708527,ELUTIA INC.,2836,"Biological Products, (No Diagnostic Substances)",1231,DE,operating,12,Dec,Chemicals & Pharma
1819704,Medirom Healthcare Technologies Inc.,7200,Services-Personal Services,1231,M0,other,12,Dec,Personal Services
1432364,AZUL SA,4512,"Air Transportation, Scheduled",1231,D5,other,12,Dec,Airlines
797564,"HST Global, Inc.",2834,Pharmaceutical Preparations,1231,NV,operating,12,Dec,Chemicals & Pharma
1119769,CERAGON NETWORKS LTD,3663,Radio & Tv Broadcasting & Communications Equipment,1231,L3,other,12,Dec,Electronics & Tech Hardware
1756655,"Ardent Health, Inc.",8062,"Services-General Medical & Surgical Hospitals, NEC",1231,DE,operating,12,Dec,Healthcare Services
1076378,CEMEX SAB DE CV,3241,"Cement, Hydraulic",1231,O5,other,12,Dec,Manufacturing (Other)
1933359,Natics Corp.,7374,Services-Computer Processing & Data Preparation,0430,WY,operating,4,Apr,Software & IT Services
1077183,NEOGENOMICS INC,8734,Services-Testing Laboratories,1231,NV,operating,12,Dec,Professional Services
1835597,PepGen Inc.,2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
906163,NVR INC,1531,Operative Builders,1231,VA,operating,12,Dec,Construction
2030763,"Wellgistics Health, Inc.",5122,"Wholesale-Drugs, Proprietaries & Druggists' Sundries",1231,DE,operating,12,Dec,Wholesale
1831651,"Shoals Technologies Group, Inc.",3674,Semiconductors & Related Devices,1231,DE,operating,12,Dec,Electronics & Tech Hardware
2000410,Eureka Acquisition Corp,7373,Services-Computer Integrated Systems Design,0930,E9,operating,9,Sep,Software & IT Services
1512922,"PetVivo Holdings, Inc.",3841,Surgical & Medical Instruments & Apparatus,0331,NV,operating,3,Mar,Instruments & Medical Devices
25475,CRAWFORD & CO,6411,"Insurance Agents, Brokers & Service",1231,GA,operating,12,Dec,Insurance
2057030,Axiom Intelligence Acquisition Corp 1,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1996210,"BLUM HOLDINGS, INC.",5900,Retail-Miscellaneous Retail,1231,,operating,12,Dec,Retail (Misc)
1101302,ENTEGRIS INC,3089,"Plastics Products, NEC",1231,DE,operating,12,Dec,Manufacturing (Other)
1874875,"Hour Loop, Inc",5961,Retail-Catalog & Mail-Order Houses,1231,DE,operating,12,Dec,Retail (Misc)
1901297,ZRCN Inc.,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",0331,DE,operating,3,Mar,Electronics & Tech Hardware
1448397,Seanergy Maritime Holdings Corp.,4412,Deep Sea Foreign Transportation of  Freight,1231,1T,other,12,Dec,Transportation
1718939,T Stamp Inc,7372,Services-Prepackaged Software,1231,DE,operating,12,Dec,Software & IT Services
1476204,"Phillips Edison & Company, Inc.",6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1829794,Empery Digital Inc.,3711,Motor Vehicles & Passenger Car Bodies,1231,DE,operating,12,Dec,Transportation Equipment
2077010,OTG Acquisition Corp. I,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1376339,"MIMEDX GROUP, INC.",3841,Surgical & Medical Instruments & Apparatus,1231,,operating,12,Dec,Instruments & Medical Devices
1868395,Planet Image International Ltd,3577,"Computer Peripheral Equipment, NEC",1231,E9,other,12,Dec,Manufacturing (Other)
912562,"GIBRALTAR INDUSTRIES, INC.",3310,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",1231,DE,operating,12,Dec,Manufacturing (Other)
2039058,Jackson Acquisition Co II,6770,Blank Checks,1231,,operating,12,Dec,Holding Companies
859070,FIRST COMMUNITY BANKSHARES INC /VA/,6022,State Commercial Banks,1231,VA,operating,12,Dec,Banking
1061040,"New Generation Consumer Group, Inc.",7371,Services-Computer Programming Services,1231,DE,operating,12,Dec,Software & IT Services
2096900,Averin Capital Acquisition Corp.,6770,Blank Checks,1231,E9,other,12,Dec,Holding Companies
1043000,"SONIDA SENIOR LIVING, INC.",8050,Services-Nursing & Personal Care Facilities,1231,DE,operating,12,Dec,Healthcare Services
864749,TRIMBLE INC.,3829,"Measuring & Controlling Devices, NEC",0102,DE,operating,1,Jan,Instruments & Medical Devices
1561032,"National Healthcare Properties, Inc.",6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1662684,"KULR Technology Group, Inc.",3670,Electronic Components & Accessories,1231,DE,operating,12,Dec,Electronics & Tech Hardware
1934642,"MDB Capital Holdings, LLC",6199,Finance Services,1231,DE,operating,12,Dec,Credit & Finance
1647435,Auto Trader Group plc/ADR,0,,1231,X0,other,12,Dec,Unknown
1282957,GABELLI GLOBAL UTILITY & INCOME TRUST,0,,1231,DE,other,12,Dec,Unknown
2063417,Meridian Energy Ltd/ADR,0,,1231,,other,12,Dec,Unknown
1552033,TransUnion,7320,"Services-Consumer Credit Reporting, Collection Agencies",1231,DE,operating,12,Dec,Personal Services
832428,E.W. SCRIPPS Co,4833,Television Broadcasting Stations,1231,OH,operating,12,Dec,Transportation
310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,6111,Federal & Federally-Sponsored Credit Agencies,1231,,operating,12,Dec,Credit & Finance
1745078,"Vynleads, Inc.",7200,Services-Personal Services,1231,DE,operating,12,Dec,Personal Services
1750777,"Hawkeye Systems, Inc.",3861,Photographic Equipment & Supplies,0630,NV,operating,6,Jun,Instruments & Medical Devices
2094691,Ottobock SE & Co. KGaA/ADR,0,,1225,2M,other,12,Dec,Unknown
798528,ODYSSEY MARINE EXPLORATION INC,4400,Water Transportation,1231,NV,operating,12,Dec,Transportation
1030471,UTSTARCOM HOLDINGS CORP.,3669,"Communications Equipment, NEC",1231,E9,operating,12,Dec,Electronics & Tech Hardware
2033991,Texas Ventures Acquisition III Corp,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1701478,"Azitra, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1865200,"Angel Studios, Inc.",7812,Services-Motion Picture & Video Tape Production,1231,DE,operating,12,Dec,Personal Services
800365,FUJI PHOTO FILM CO LTD                                  /FI,0,,0331,,other,3,Mar,Unknown
2071350,CHARMING WOW INC,0,,1231,F4,other,12,Dec,Unknown
1894942,Fresh Factory B.C. Ltd.,0,,1231,A1,other,12,Dec,Unknown
1171326,ENTREPRENEUR UNIVERSE BRIGHT GROUP,8742,Services-Management Consulting Services,1231,NV,operating,12,Dec,Professional Services
1451448,"ESPORTS ENTERTAINMENT GROUP, INC.",7900,Services-Amusement & Recreation Services,0630,NV,operating,6,Jun,Personal Services
1780312,"AST SpaceMobile, Inc.",4899,"Communications Services, NEC",1231,DE,operating,12,Dec,Transportation
1808997,"American Outdoor Brands, Inc.",3949,"Sporting & Athletic Goods, NEC",0430,DE,operating,4,Apr,Manufacturing (Other)
2076427,Galata Acquisition Corp. II,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1040161,"PIXELWORKS, INC",3674,Semiconductors & Related Devices,1231,OR,operating,12,Dec,Electronics & Tech Hardware
2005569,Empro Group Inc.,2844,"Perfumes, Cosmetics & Other Toilet Preparations",1231,E9,other,12,Dec,Chemicals & Pharma
1821825,Organon & Co.,2834,Pharmaceutical Preparations,1231,,operating,12,Dec,Chemicals & Pharma
1747068,"MetroCity Bankshares, Inc.",6022,State Commercial Banks,1231,GA,operating,12,Dec,Banking
783325,"WEC ENERGY GROUP, INC.",4931,Electric & Other Services Combined,1231,WI,operating,12,Dec,Utilities
1127248,EMERA INC,4911,Electric Services,1231,,other,12,Dec,Utilities
2054174,Crane Harbor Acquisition Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1693577,"MainStreet Bancshares, Inc.",6022,State Commercial Banks,1231,VA,operating,12,Dec,Banking
2084022,Sony Financial Group Inc./ADR,0,,0331,M0,other,3,Mar,Unknown
1478102,Western Asset Mortgage Opportunity Fund Inc.,0,,1231,NY,other,12,Dec,Unknown
1774857,"Aardvark Therapeutics, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1808665,"Assertio Holdings, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1562463,First Internet Bancorp,6022,State Commercial Banks,1231,IN,operating,12,Dec,Banking
832370,"Ealixir, Inc.",7372,Services-Prepackaged Software,0630,,operating,6,Jun,Software & IT Services
1528188,Worldwide NFT Inc.,7374,Services-Computer Processing & Data Preparation,0630,NV,operating,6,Jun,Software & IT Services
1895249,"ConnectM Technology Solutions, Inc.",1700,Construction - Special Trade Contractors,1231,DE,operating,12,Dec,Construction
1088413,"GREYSTONE LOGISTICS, INC.",3559,"Special Industry Machinery, NEC",0531,,operating,5,May,Manufacturing (Other)
712770,ONE LIBERTY PROPERTIES INC,6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
1518461,"AmpliTech Group, Inc.",3669,"Communications Equipment, NEC",1231,NV,operating,12,Dec,Electronics & Tech Hardware
6201,American Airlines Group Inc.,4512,"Air Transportation, Scheduled",1231,DE,operating,12,Dec,Airlines
1644963,"AVENUE THERAPEUTICS, INC.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1898604,Vestand Inc.,5812,Retail-Eating  Places,1231,DE,operating,12,Dec,Retail (Other)
1754581,Futu Holdings Ltd,6211,"Security Brokers, Dealers & Flotation Companies",1231,E9,other,12,Dec,Securities & Brokers
1658566,Permian Resources Corp,1311,Crude Petroleum & Natural Gas,1231,DE,operating,12,Dec,Mining & Energy
1487615,Nexera Energy Inc.,0,,1231,A0,other,12,Dec,Unknown
1848782,Plurilock Security Inc.,0,,1231,A1,other,12,Dec,Unknown
1570585,Liberty Global Ltd.,4841,Cable & Other Pay Television Services,1231,,operating,12,Dec,Transportation
1498547,"CIM REAL ESTATE FINANCE TRUST, INC.",6798,Real Estate Investment Trusts,1231,MD,operating,12,Dec,Holding Companies
95953,ASCENT INDUSTRIES CO.,2800,Chemicals & Allied Products,1231,DE,operating,12,Dec,Chemicals & Pharma
1802883,"Agora, Inc.",7372,Services-Prepackaged Software,1231,E9,other,12,Dec,Software & IT Services
1454742,"GOOD GAMING, INC.",7372,Services-Prepackaged Software,1231,NV,operating,12,Dec,Software & IT Services
1852207,Bold Eagle Acquisition Corp.,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1000228,HENRY SCHEIN INC,5047,"Wholesale-Medical, Dental & Hospital Equipment & Supplies",1227,DE,operating,12,Dec,Wholesale
1419806,RARE ELEMENT RESOURCES LTD,1040,Gold and Silver Ores,1231,A1,operating,12,Dec,Mining & Energy
1356093,"CREATIVE REALITIES, INC.",7373,Services-Computer Integrated Systems Design,1231,MN,operating,12,Dec,Software & IT Services
1849380,OneMedNet Corp,8731,Services-Commercial Physical & Biological Research,1231,DE,operating,12,Dec,Professional Services
1690639,VersaBank,6029,"Commercial Banks, NEC",1031,Z4,other,10,Oct,Banking
1765826,"Blubuzzard, Inc.",6770,Blank Checks,1231,,operating,12,Dec,Holding Companies
1867834,Bragg Gaming Group Inc.,7377,Services-Computer Rental & Leasing,1231,A6,other,12,Dec,Software & IT Services
4127,"SKYWORKS SOLUTIONS, INC.",3674,Semiconductors & Related Devices,1002,DE,operating,10,Oct,Electronics & Tech Hardware
1825155,TELUS International (Cda) Inc.,7374,Services-Computer Processing & Data Preparation,1231,A1,other,12,Dec,Software & IT Services
1903392,ClimateRock,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1013857,PEGASYSTEMS INC,7374,Services-Computer Processing & Data Preparation,1231,MA,operating,12,Dec,Software & IT Services
1943444,Tungray Technologies Inc,3530,"Construction, Mining & Materials Handling Machinery & Equip",1231,E9,other,12,Dec,Manufacturing (Other)
2033264,Vertical Data Inc.,8742,Services-Management Consulting Services,0930,NV,operating,9,Sep,Professional Services
277948,CSX CORP,4011,"Railroads, Line-Haul Operating",1231,VA,operating,12,Dec,Transportation
946563,RETRACTABLE TECHNOLOGIES INC,3841,Surgical & Medical Instruments & Apparatus,1231,TX,operating,12,Dec,Instruments & Medical Devices
1604522,abrdn Healthcare Opportunities Fund,0,,0930,MA,other,9,Sep,Unknown
1174164,Flaherty & Crumrine PREFERRED & INCOME SECURITIES FUND INC,0,,1130,MD,other,11,Nov,Unknown
1892316,Longduoduo Co Ltd,8000,Services-Health Services,0630,NV,operating,6,Jun,Healthcare Services
1555280,Zoetis Inc.,2834,Pharmaceutical Preparations,1231,,operating,12,Dec,Chemicals & Pharma
101829,RTX Corp,3724,Aircraft Engines & Engine Parts,1231,DE,operating,12,Dec,Transportation Equipment
1331875,"Fidelity National Financial, Inc.",6361,Title Insurance,1231,,operating,12,Dec,Insurance
1053988,"BLACKROCK MUNIHOLDINGS NEW JERSEY QUALITY FUND, INC.",0,,1231,MD,other,12,Dec,Unknown
894671,OHIO VALLEY BANC CORP,6022,State Commercial Banks,1231,OH,operating,12,Dec,Banking
749098,MAGNA INTERNATIONAL INC,3714,Motor Vehicle Parts & Accessories,1231,,other,12,Dec,Transportation Equipment
1671235,B&M European Value Retail S.A./ADR,0,,1231,N4,other,12,Dec,Unknown
1624512,Boxlight Corp,8200,Services-Educational Services,1231,NV,operating,12,Dec,Education
1885827,Virax Biolabs Group Ltd,2835,In Vitro & In Vivo Diagnostic Substances,0331,E9,other,3,Mar,Chemicals & Pharma
1866030,A2Z CUST2MATE SOLUTIONS CORP.,3569,"General Industrial Machinery & Equipment, NEC",1231,A1,other,12,Dec,Manufacturing (Other)
925261,ANDINA BOTTLING CO INC,2086,Bottled & Canned Soft Drinks & Carbonated Waters,1231,,other,12,Dec,Food & Beverage Manufacturing
1844417,"Estrella Immunopharma, Inc.",2836,"Biological Products, (No Diagnostic Substances)",1231,,operating,12,Dec,Chemicals & Pharma
1005817,TOMPKINS FINANCIAL CORP,6022,State Commercial Banks,1231,NY,operating,12,Dec,Banking
2006815,Voyager Acquisition Corp./Cayman Islands,2836,"Biological Products, (No Diagnostic Substances)",1231,E9,operating,12,Dec,Chemicals & Pharma
1845149,Chain Bridge I,6770,Blank Checks,1231,E9,operating,12,Dec,Holding Companies
1831979,Stardust Power Inc.,3330,Primary Smelting & Refining of  Nonferrous Metals,1231,DE,operating,12,Dec,Manufacturing (Other)
1585364,PERRIGO Co plc,2834,Pharmaceutical Preparations,1231,L2,operating,12,Dec,Chemicals & Pharma
1877430,E2Gold Inc.,0,,0731,A6,other,7,Jul,Unknown
1556739,"Thryv Holdings, Inc.",7310,Services-Advertising,1231,DE,operating,12,Dec,Personal Services
2024283,Papa Medical Inc.,2111,Cigarettes,1231,DE,operating,12,Dec,Tobacco
1994373,Huineng Technology Corp,7374,Services-Computer Processing & Data Preparation,1130,NV,operating,11,Nov,Software & IT Services
1713930,Nexa Resources S.A.,1000,Metal Mining,1231,N4,other,12,Dec,Mining & Energy
1701261,"Farmmi, Inc.",2033,"Canned, Fruits, Veg, Preserves, Jams & Jellies",0930,E9,other,9,Sep,Food & Beverage Manufacturing
1339688,LION COPPER & GOLD CORP.,1000,Metal Mining,1231,A1,operating,12,Dec,Mining & Energy
2074973,Churchill Capital Corp XI,6770,Blank Checks,1231,E9,other,12,Dec,Holding Companies
2049662,Cartesian Growth Corp III,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",1231,E9,operating,12,Dec,Electronics & Tech Hardware
2065601,"Central Bancompany, Inc.",6022,State Commercial Banks,1231,MO,other,12,Dec,Banking
1114925,LANTRONIX INC,3576,Computer Communications Equipment,0630,DE,operating,6,Jun,Manufacturing (Other)
1969729,Rockwool A/S/ADR,0,,1231,G7,other,12,Dec,Unknown
1520006,Matador Resources Co,1311,Crude Petroleum & Natural Gas,1231,TX,operating,12,Dec,Mining & Energy
1023024,ANI PHARMACEUTICALS INC,2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
80420,POWELL INDUSTRIES INC,3613,Switchgear & Switchboard Apparatus,0930,NV,operating,9,Sep,Electronics & Tech Hardware
1901931,Kalo Gold Corp.,0,,0831,A1,other,8,Aug,Unknown
1001250,ESTEE LAUDER COMPANIES INC,2844,"Perfumes, Cosmetics & Other Toilet Preparations",0630,DE,operating,6,Jun,Chemicals & Pharma
1913847,Coincheck Group N.V.,6199,Finance Services,0331,P7,other,3,Mar,Credit & Finance
1254435,PACIFIC RIDGE EXPLORATION LTD,0,,1231,A1,other,12,Dec,Unknown
2091467,Boyd Group Services Inc.,7500,"Services-Automotive Repair, Services & Parking",1231,A2,other,12,Dec,Personal Services
1832511,P3 Health Partners Inc.,8000,Services-Health Services,1231,DE,operating,12,Dec,Healthcare Services
72971,WELLS FARGO & COMPANY/MN,6021,National Commercial Banks,1231,DE,operating,12,Dec,Banking
2052053,Powerlaw Corp.,0,,1231,DE,other,12,Dec,Unknown
1877557,Integrated Wellness Acquisition Corp,5960,Retail-Nonstore Retailers,1231,E9,operating,12,Dec,Retail (Misc)
1891027,"MNTN, Inc.",7310,Services-Advertising,1231,DE,operating,12,Dec,Personal Services
1298946,DiamondRock Hospitality Co,6798,Real Estate Investment Trusts,1231,,operating,12,Dec,Holding Companies
1803407,"Ostin Technology Group Co., Ltd.",3679,"Electronic Components, NEC",0930,E9,other,9,Sep,Electronics & Tech Hardware
2076739,SC II Acquisition Corp.,6770,Blank Checks,1231,E9,other,12,Dec,Holding Companies
1388320,"Actinium Pharmaceuticals, Inc.",2834,Pharmaceutical Preparations,1231,DE,operating,12,Dec,Chemicals & Pharma
1078075,NETSCOUT SYSTEMS INC,7373,Services-Computer Integrated Systems Design,0331,DE,operating,3,Mar,Software & IT Services
1309251,MICROALLIANCE GROUP INC.,2080,Beverages,1231,NV,operating,12,Dec,Food & Beverage Manufacturing
